fips_county,gov,state,county,pop
42033,Democratic,PA,"Clearfield County, Pennsylvania",80596
12089,Republican,FL,"Nassau County, Florida",80622
56025,Republican,WY,"Natrona County, Wyoming",81039
40119,Republican,OK,"Payne County, Oklahoma",81131
37109,Democratic,NC,"Lincoln County, North Carolina",81168
18005,Republican,IN,"Bartholomew County, Indiana",81402
37027,Democratic,NC,"Caldwell County, North Carolina",81449
37195,Democratic,NC,"Wilson County, North Carolina",81661
48291,Republican,TX,"Liberty County, Texas",81704
30013,Democratic,MT,"Cascade County, Montana",81755
1051,Republican,AL,"Elmore County, Alabama",81799
41053,Democratic,OR,"Polk County, Oregon",81823
1043,Republican,AL,"Cullman County, Alabama",82471
18067,Republican,IN,"Howard County, Indiana",82568
48021,Republican,TX,"Bastrop County, Texas",82733
26111,Republican,MI,"Midland County, Michigan",83462
22097,Democratic,LA,"St. Landry Parish, Louisiana",83883
29043,Republican,MO,"Christian County, Missouri",84401
51069,Democratic,VA,"Frederick County, Virginia",84421
13127,Republican,GA,"Glynn County, Georgia",84502
19049,Republican,IA,"Dallas County, Iowa",84516
55055,Republican,WI,"Jefferson County, Wisconsin",84625
48361,Republican,TX,"Orange County, Texas",84964
28081,Republican,MS,"Lee County, Mississippi",85381
54107,Democratic,WV,"Wood County, West Virginia",85643
41033,Democratic,OR,"Josephine County, Oregon",85904
39119,Republican,OH,"Muskingum County, Ohio",86068
42039,Democratic,PA,"Crawford County, Pennsylvania",86257
42063,Democratic,PA,"Indiana County, Pennsylvania",86364
42073,Democratic,PA,"Lawrence County, Pennsylvania",87294
48005,Republican,TX,"Angelina County, Texas",87791
45075,Republican,SC,"Orangeburg County, South Carolina",87903
1115,Republican,AL,"St. Clair County, Alabama",88019
55109,Republican,WI,"St. Croix County, Wisconsin",88029
55027,Republican,WI,"Dodge County, Wisconsin",88068
55089,Republican,WI,"Ozaukee County, Wisconsin",88314
26087,Republican,MI,"Lapeer County, Michigan",88340
37023,Democratic,NC,"Burke County, North Carolina",88851
33009,Republican,NH,"Grafton County, New Hampshire",88888
29021,Republican,MO,"Buchanan County, Missouri",88938
51800,Democratic,VA,"Suffolk city, Virginia",89273
13247,Republican,GA,"Rockdale County, Georgia",89355
41003,Democratic,OR,"Benton County, Oregon",89385
21151,Republican,KY,"Madison County, Kentucky",89547
45057,Republican,SC,"Lancaster County, South Carolina",89594
47119,Republican,TN,"Maury County, Tennessee",89981
13095,Republican,GA,"Dougherty County, Georgia",90017
13297,Republican,GA,"Walton County, Georgia",90184
37157,Democratic,NC,"Rockingham County, North Carolina",91393
40131,Republican,OK,"Rogers County, Oklahoma",91766
48231,Republican,TX,"Hunt County, Texas",92073
26055,Republican,MI,"Grand Traverse County, Michigan",92084
21037,Republican,KY,"Campbell County, Kentucky",92211
1077,Republican,AL,"Lauderdale County, Alabama",92318
39157,Republican,OH,"Tuscarawas County, Ohio",92420
48469,Republican,TX,"Victoria County, Texas",92467
42097,Democratic,PA,"Northumberland County, Pennsylvania",92541
1083,Republican,AL,"Limestone County, Alabama",92753
19155,Republican,IA,"Pottawattamie County, Iowa",93582
48037,Republican,TX,"Bowie County, Texas",93860
48397,Republican,TX,"Rockwall County, Texas",93978
37127,Democratic,NC,"Nash County, North Carolina",94005
51161,Democratic,VA,"Roanoke County, Virginia",94031
39055,Republican,OH,"Geauga County, Ohio",94060
34009,Republican,NJ,"Cape May County, New Jersey",94430
38015,Republican,ND,"Burleigh County, North Dakota",94487
1095,Republican,AL,"Marshall County, Alabama",95157
51740,Democratic,VA,"Portsmouth city, Virginia",95252
37125,Democratic,NC,"Moore County, North Carolina",95776
54011,Democratic,WV,"Cabell County, West Virginia",95987
13115,Republican,GA,"Floyd County, Georgia",96560
47155,Republican,TN,"Sevier County, Tennessee",96673
19061,Republican,IA,"Dubuque County, Iowa",97003
19169,Republican,IA,"Story County, Iowa",97090
37045,Democratic,NC,"Cleveland County, North Carolina",97144
5051,Republican,AR,"Garland County, Arkansas",97477
47113,Republican,TN,"Madison County, Tennessee",97663
30029,Democratic,MT,"Flathead County, Montana",98082
56021,Republican,WY,"Laramie County, Wyoming",98136
39007,Republican,OH,"Ashtabula County, Ohio",98231
22057,Democratic,LA,"Lafourche Parish, Louisiana",98305
29165,Republican,MO,"Platte County, Missouri",98309
26091,Republican,MI,"Lenawee County, Michigan",98504
51121,Democratic,VA,"Montgomery County, Virginia",98602
51770,Democratic,VA,"Roanoke city, Virginia",99660
21059,Republican,KY,"Daviess County, Kentucky",99674
2090,Independent,AK,"Fairbanks North Star Borough, Alaska",100605
12055,Republican,FL,"Highlands County, Florida",100917
55039,Republican,WI,"Fond du Lac County, Wisconsin",102144
42001,Democratic,PA,"Adams County, Pennsylvania",102180
1055,Republican,AL,"Etowah County, Alabama",102564
19193,Republican,IA,"Woodbury County, Iowa",102779
29071,Republican,MO,"Franklin County, Missouri",102838
29037,Republican,MO,"Cass County, Missouri",102845
55127,Republican,WI,"Walworth County, Wisconsin",102959
55035,Republican,WI,"Eau Claire County, Wisconsin",102965
37049,Democratic,NC,"Craven County, North Carolina",103445
39029,Republican,OH,"Columbiana County, Ohio",103685
39003,Republican,OH,"Allen County, Ohio",103742
13015,Republican,GA,"Bartow County, Georgia",103807
1069,Republican,AL,"Houston County, Alabama",104056
2170,Independent,AK,"Matanuska-Susitna Borough, Alaska",104365
51085,Democratic,VA,"Hanover County, Virginia",104392
47011,Republican,TN,"Bradley County, Tennessee",104490
30031,Democratic,MT,"Gallatin County, Montana",104502
17037,Republican,IL,"DeKalb County, Illinois",104528
13313,Republican,GA,"Whitfield County, Georgia",104589
54061,Democratic,WV,"Monongalia County, West Virginia",104622
39109,Republican,OH,"Miami County, Ohio",104679
26017,Republican,MI,"Bay County, Michigan",104747
41071,Democratic,OR,"Yamhill County, Oregon",105035
28089,Republican,MS,"Madison County, Mississippi",105114
5031,Republican,AR,"Craighead County, Arkansas",105835
17115,Republican,IL,"Macon County, Illinois",106550
34041,Republican,NJ,"Warren County, New Jersey",106617
51003,Democratic,VA,"Albemarle County, Virginia",106878
13217,Republican,GA,"Newton County, Georgia",106999
21093,Republican,KY,"Hardin County, Kentucky",107316
23001,Republican,ME,"Androscoggin County, Maine",107319
45085,Republican,SC,"Sumter County, South Carolina",107396
18167,Republican,IN,"Vigo County, Indiana",107931
12035,Republican,FL,"Flagler County, Florida",108310
41019,Democratic,OR,"Douglas County, Oregon",108457
26045,Republican,MI,"Eaton County, Michigan",109160
46103,Republican,SD,"Pennington County, South Dakota",109372
17091,Republican,IL,"Kankakee County, Illinois",110008
18091,Republican,IN,"LaPorte County, Indiana",110015
4017,Republican,AZ,"Navajo County, Arizona",110026
17099,Republican,IL,"LaSalle County, Illinois",110642
13113,Republican,GA,"Fayette County, Georgia",111627
42085,Democratic,PA,"Mercer County, Pennsylvania",112913
22109,Democratic,LA,"Terrebonne Parish, Louisiana",113220
54003,Democratic,WV,"Berkeley County, West Virginia",113525
37089,Democratic,NC,"Henderson County, North Carolina",114209
1015,Republican,AL,"Calhoun County, Alabama",114611
13185,Republican,GA,"Lowndes County, Georgia",114628
35045,Republican,NM,"San Juan County, New Mexico",115079
42081,Democratic,PA,"Lycoming County, Pennsylvania",115248
55117,Republican,WI,"Sheboygan County, Wisconsin",115427
26005,Republican,MI,"Allegan County, Michigan",115548
18035,Republican,IN,"Delaware County, Indiana",115603
18019,Republican,IN,"Clark County, Indiana",116031
30063,Democratic,MT,"Missoula County, Montana",116130
13045,Republican,GA,"Carroll County, Georgia",116261
39169,Republican,OH,"Wayne County, Ohio",116470
55063,Republican,WI,"La Crosse County, Wisconsin",118122
48257,Republican,TX,"Kaufman County, Texas",118350
48451,Republican,TX,"Tom Green County, Texas",118386
5125,Republican,AR,"Saline County, Arkansas",118703
1103,Republican,AL,"Morgan County, Alabama",119012
29097,Republican,MO,"Jasper County, Missouri",119111
20045,Republican,KS,"Douglas County, Kansas",119440
23011,Republican,ME,"Kennebec County, Maine",120569
48375,Republican,TX,"Potter County, Texas",120832
39139,Republican,OH,"Richland County, Ohio",121107
22005,Democratic,LA,"Ascension Parish, Louisiana",121587
40031,Republican,OK,"Comanche County, Oklahoma",122136
5045,Republican,AR,"Faulkner County, Arkansas",122227
49005,Republican,UT,"Cache County, Utah",122753
41043,Democratic,OR,"Linn County, Oregon",122849
45077,Republican,SC,"Pickens County, South Carolina",122863
48183,Republican,TX,"Gregg County, Texas",123745
12119,Republican,FL,"Sumter County, Florida",123996
37191,Democratic,NC,"Wayne County, North Carolina",124150
42013,Democratic,PA,"Blair County, Pennsylvania",124650
34019,Republican,NJ,"Hunterdon County, New Jersey",124676
17093,Republican,IL,"Kendall County, Illinois",124695
13059,Republican,GA,"Clarke County, Georgia",124707
21227,Republican,KY,"Warren County, Kentucky",125532
4003,Republican,AZ,"Cochise County, Arizona",125770
22015,Democratic,LA,"Bossier Parish, Louisiana",126057
37019,Democratic,NC,"Brunswick County, North Carolina",126953
33017,Republican,NH,"Strafford County, New Hampshire",127428
47179,Republican,TN,"Washington County, Tennessee",127440
5131,Republican,AR,"Sebastian County, Arkansas",127793
48181,Republican,TX,"Grayson County, Texas",128235
21015,Republican,KY,"Boone County, Kentucky",128536
47009,Republican,TN,"Blount County, Tennessee",128670
18095,Republican,IN,"Madison County, Indiana",129296
48367,Republican,TX,"Parker County, Texas",129441
39173,Republican,OH,"Wood County, Ohio",130219
22105,Democratic,LA,"Tangipahoa Parish, Louisiana",130710
37085,Democratic,NC,"Harnett County, North Carolina",130881
48485,Republican,TX,"Wichita County, Texas",131838
51177,Democratic,VA,"Spotsylvania County, Virginia",132010
22079,Democratic,LA,"Rapides Parish, Louisiana",132424
48381,Republican,TX,"Randall County, Texas",132501
42051,Democratic,PA,"Fayette County, Pennsylvania",132733
47189,Republican,TN,"Wilson County, Tennessee",132781
19013,Republican,IA,"Black Hawk County, Iowa",132904
37155,Democratic,NC,"Robeson County, North Carolina",133235
55131,Republican,WI,"Washington County, Wisconsin",134296
17179,Republican,IL,"Tazewell County, Illinois",134385
26025,Republican,MI,"Calhoun County, Michigan",134386
42021,Democratic,PA,"Cambria County, Pennsylvania",134732
39023,Republican,OH,"Clark County, Ohio",134786
48091,Republican,TX,"Comal County, Texas",134788
51650,Democratic,VA,"Hampton city, Virginia",135410
55073,Republican,WI,"Marathon County, Wisconsin",135603
40017,Republican,OK,"Canadian County, Oklahoma",136532
48441,Republican,TX,"Taylor County, Texas",136535
45041,Republican,SC,"Florence County, South Carolina",138742
42075,Democratic,PA,"Lebanon County, Pennsylvania",138863
37159,Democratic,NC,"Rowan County, North Carolina",139933
22063,Democratic,LA,"Livingston Parish, Louisiana",140138
13077,Republican,GA,"Coweta County, Georgia",140526
4005,Republican,AZ,"Coconino County, Arizona",140908
28059,Republican,MS,"Jackson County, Mississippi",141241
37135,Democratic,NC,"Orange County, North Carolina",141796
35043,Republican,NM,"Sandoval County, New Mexico",142025
13097,Republican,GA,"Douglas County, Georgia",142224
34037,Republican,NJ,"Sussex County, New Jersey",142522
37151,Democratic,NC,"Randolph County, North Carolina",143416
42107,Democratic,PA,"Schuylkill County, Pennsylvania",143573
12017,Republican,FL,"Citrus County, Florida",143621
51179,Democratic,VA,"Stafford County, Virginia",144361
17161,Republican,IL,"Rock Island County, Illinois",144784
18105,Republican,IN,"Monroe County, Indiana",145496
19103,Republican,IA,"Johnson County, Iowa",146547
13073,Republican,GA,"Columbia County, Georgia",147450
33013,Republican,NH,"Merrimack County, New Hampshire",148582
35049,Republican,NM,"Santa Fe County, New Mexico",148651
26115,Republican,MI,"Monroe County, Michigan",149208
28121,Republican,MS,"Rankin County, Mississippi",150228
12061,Republican,FL,"Indian River County, Florida",151563
23019,Republican,ME,"Penobscot County, Maine",151806
18081,Republican,IN,"Johnson County, Indiana",151982
13153,Republican,GA,"Houston County, Georgia",152122
39045,Republican,OH,"Fairfield County, Ohio",152597
13021,Republican,GA,"Bibb County, Georgia",152760
45035,Republican,SC,"Dorchester County, South Carolina",153773
34011,Republican,NJ,"Cumberland County, New Jersey",153797
42055,Democratic,PA,"Franklin County, Pennsylvania",153851
26021,Republican,MI,"Berrien County, Michigan",154010
48187,Republican,TX,"Guadalupe County, Texas",155265
51510,Democratic,VA,"Alexandria city, Virginia",155810
13223,Republican,GA,"Paulding County, Georgia",155825
37035,Democratic,NC,"Catawba County, North Carolina",156459
47163,Republican,TN,"Sullivan County, Tennessee",156667
22073,Democratic,LA,"Ouachita Parish, Louisiana",156983
48135,Republican,TX,"Ector County, Texas",157462
30111,Democratic,MT,"Yellowstone County, Montana",158437
26075,Republican,MI,"Jackson County, Michigan",158460
12085,Republican,FL,"Martin County, Florida",158701
1081,Republican,AL,"Lee County, Alabama",158991
26147,Republican,MI,"St. Clair County, Michigan",159587
37001,Democratic,NC,"Alamance County, North Carolina",159688
49053,Republican,UT,"Washington County, Utah",160245
18063,Republican,IN,"Hendricks County, Indiana",160610
42027,Democratic,PA,"Centre County, Pennsylvania",161464
55105,Republican,WI,"Rock County, Wisconsin",161620
39133,Republican,OH,"Portage County, Ohio",161921
48329,Republican,TX,"Midland County, Texas",162565
48251,Republican,TX,"Johnson County, Texas",163274
20209,Republican,KS,"Wyandotte County, Kansas",163831
39057,Republican,OH,"Greene County, Ohio",164765
37057,Democratic,NC,"Davidson County, North Carolina",164926
21117,Republican,KY,"Kenton County, Kentucky",164945
15009,Democratic,HI,"Maui County, Hawaii",165386
42089,Democratic,PA,"Monroe County, Pennsylvania",166098
42007,Democratic,PA,"Beaver County, Pennsylvania",167429
45003,Republican,SC,"Aiken County, South Carolina",167458
18127,Republican,IN,"Porter County, Indiana",167791
55059,Republican,WI,"Kenosha County, Wisconsin",168183
48139,Republican,TX,"Ellis County, Texas",168499
55139,Republican,WI,"Winnebago County, Wisconsin",169886
12113,Republican,FL,"Santa Rosa County, Florida",170497
39089,Republican,OH,"Licking County, Ohio",172198
17113,Republican,IL,"McLean County, Illinois",172418
19163,Republican,IA,"Scott County, Iowa",172474
37097,Democratic,NC,"Iredell County, North Carolina",172916
26121,Republican,MI,"Muskegon County, Michigan",173408
10001,Democratic,DE,"Kent County, Delaware",174827
38017,Republican,ND,"Cass County, North Dakota",175249
28033,Republican,MS,"DeSoto County, Mississippi",175611
29019,Republican,MO,"Boone County, Missouri",176594
37147,Democratic,NC,"Pitt County, North Carolina",177220
39103,Republican,OH,"Medina County, Ohio",177221
20177,Republican,KS,"Shawnee County, Kansas",178146
12015,Republican,FL,"Charlotte County, Florida",178465
31153,Republican,NE,"Sarpy County, Nebraska",179023
47165,Republican,TN,"Sumner County, Tennessee",180063
41017,Democratic,OR,"Deschutes County, Oregon",181307
18163,Republican,IN,"Vanderburgh County, Indiana",181721
51700,Democratic,VA,"Newport News city, Virginia",181825
12053,Republican,FL,"Hernando County, Florida",182835
45013,Republican,SC,"Beaufort County, South Carolina",183149
12005,Republican,FL,"Bay County, Florida",183974
55087,Republican,WI,"Outagamie County, Wisconsin",184526
17143,Republican,IL,"Peoria County, Illinois",185006
54039,Democratic,WV,"Kanawha County, West Virginia",186241
42019,Democratic,PA,"Butler County, Pennsylvania",186847
37133,Democratic,NC,"Onslow County, North Carolina",187136
46099,Republican,SD,"Minnehaha County, South Dakota",187318
18157,Republican,IN,"Tippecanoe County, Indiana",188059
26093,Republican,MI,"Livingston County, Michigan",188624
37101,Democratic,NC,"Johnston County, North Carolina",191450
26145,Republican,MI,"Saginaw County, Michigan",192326
55101,Republican,WI,"Racine County, Wisconsin",195140
47125,Republican,TN,"Montgomery County, Tennessee",195734
39041,Republican,OH,"Delaware County, Ohio",196463
45007,Republican,SC,"Anderson County, South Carolina",196569
13139,Republican,GA,"Hall County, Georgia",196637
13215,Republican,GA,"Muscogee County, Georgia",197485
17167,Republican,IL,"Sangamon County, Illinois",197499
15001,Democratic,HI,"Hawaii County, Hawaii",198449
22019,Democratic,LA,"Calcasieu Parish, Louisiana",200601
12091,Republican,FL,"Okaloosa County, Florida",201170
37025,Democratic,NC,"Cabarrus County, North Carolina",201590
13245,Republican,GA,"Richmond County, Georgia",201647
39155,Republican,OH,"Trumbull County, Ohio",201825
23031,Republican,ME,"York County, Maine",202343
39025,Republican,OH,"Clermont County, Ohio",203022
28047,Republican,MS,"Harrison County, Mississippi",203234
18039,Republican,IN,"Elkhart County, Indiana",203781
48209,Republican,TX,"Hays County, Texas",204470
4015,Republican,AZ,"Mohave County, Arizona",205249
4027,Republican,AZ,"Yuma County, Arizona",205631
1125,Republican,AL,"Tuscaloosa County, Alabama",206102
42125,Democratic,PA,"Washington County, Pennsylvania",207981
12019,Republican,FL,"Clay County, Florida",208311
17019,Republican,IL,"Champaign County, Illinois",208419
1003,Republican,AL,"Baldwin County, Alabama",208563
1117,Republican,AL,"Shelby County, Alabama",210622
45015,Republican,SC,"Berkeley County, South Carolina",210898
42069,Democratic,PA,"Lackawanna County, Pennsylvania",211321
35013,Republican,NM,"Doña Ana County, New Mexico",214207
41029,Democratic,OR,"Jackson County, Oregon",216527
37071,Democratic,NC,"Gaston County, North Carolina",216965
47187,Republican,TN,"Williamson County, Tennessee",219107
10005,Democratic,DE,"Sussex County, Delaware",220251
48041,Republican,TX,"Brazos County, Texas",220417
13117,Republican,GA,"Forsyth County, Georgia",221009
19113,Republican,IA,"Linn County, Iowa",221661
13151,Republican,GA,"Henry County, Georgia",221768
51760,Democratic,VA,"Richmond city, Virginia",223170
37129,Democratic,NC,"New Hanover County, North Carolina",223483
29099,Republican,MO,"Jefferson County, Missouri",224226
48423,Republican,TX,"Smith County, Texas",225290
4025,Republican,AZ,"Yavapai County, Arizona",225562
1101,Republican,AL,"Montgomery County, Alabama",226349
37179,Democratic,NC,"Union County, North Carolina",226606
39165,Republican,OH,"Warren County, Ohio",227063
5143,Republican,AR,"Washington County, Arkansas",228049
39085,Republican,OH,"Lake County, Ohio",228614
39099,Republican,OH,"Mahoning County, Ohio",230008
51013,Democratic,VA,"Arlington County, Virginia",230050
12109,Republican,FL,"St. Johns County, Florida",235087
51550,Democratic,VA,"Chesapeake city, Virginia",237940
29047,Republican,MO,"Clay County, Missouri",239085
28049,Republican,MS,"Hinds County, Mississippi",241229
22055,Democratic,LA,"Lafayette Parish, Louisiana",241398
13057,Republican,GA,"Cherokee County, Georgia",241689
51710,Democratic,VA,"Norfolk city, Virginia",245115
49057,Republican,UT,"Weber County, Utah",247560
48309,Republican,TX,"McLennan County, Texas",247934
42041,Democratic,PA,"Cumberland County, Pennsylvania",248506
22017,Democratic,LA,"Caddo Parish, Louisiana",248851
22103,Democratic,LA,"St. Tammany Parish, Louisiana",253602
48245,Republican,TX,"Jefferson County, Texas",254679
37021,Democratic,NC,"Buncombe County, North Carolina",256088
5007,Republican,AR,"Benton County, Arkansas",258291
45091,Republican,SC,"York County, South Carolina",258526
55009,Republican,WI,"Brown County, Wisconsin",260401
26077,Republican,MI,"Kalamazoo County, Michigan",261654
17163,Republican,IL,"St. Clair County, Illinois",262759
12001,Republican,FL,"Alachua County, Florida",263496
17119,Republican,IL,"Madison County, Illinois",265759
18141,Republican,IN,"St. Joseph County, Indiana",269141
34001,Republican,NJ,"Atlantic County, New Jersey",270991
48479,Republican,TX,"Webb County, Texas",271193
42043,Democratic,PA,"Dauphin County, Pennsylvania",273707
42049,Democratic,PA,"Erie County, Pennsylvania",276207
40027,Republican,OK,"Cleveland County, Oklahoma",278655
13063,Republican,GA,"Clayton County, Georgia",279462
26139,Republican,MI,"Ottawa County, Michigan",282250
17201,Republican,IL,"Winnebago County, Illinois",285873
45063,Republican,SC,"Lexington County, South Carolina",286196
12073,Republican,FL,"Leon County, Florida",287822
26065,Republican,MI,"Ingham County, Michigan",288051
29077,Republican,MO,"Greene County, Missouri",288690
13051,Republican,GA,"Chatham County, Georgia",289082
23005,Republican,ME,"Cumberland County, Maine",292041
34015,Republican,NJ,"Gloucester County, New Jersey",292330
2020,Independent,AK,"Anchorage Municipality, Alaska",298192
45083,Republican,SC,"Spartanburg County, South Carolina",301463
42095,Democratic,PA,"Northampton County, Pennsylvania",302294
48303,Republican,TX,"Lubbock County, Texas",303137
33015,Republican,NH,"Rockingham County, New Hampshire",303251
37063,Democratic,NC,"Durham County, North Carolina",306212
39093,Republican,OH,"Lorain County, Ohio",306365
12111,Republican,FL,"St. Lucie County, Florida",306507
17111,Republican,IL,"McHenry County, Illinois",307004
47149,Republican,TN,"Rutherford County, Tennessee",308251
31109,Republican,NE,"Lancaster County, Nebraska",309637
29510,Republican,MO,"St. Louis city, Missouri",311404
12033,Republican,FL,"Escambia County, Florida",315187
18057,Republican,IN,"Hamilton County, Indiana",316373
42079,Democratic,PA,"Luzerne County, Pennsylvania",316383
21067,Republican,KY,"Fayette County, Kentucky",318449
45051,Republican,SC,"Horry County, South Carolina",322342
51087,Democratic,VA,"Henrico County, Virginia",326501
37051,Democratic,NC,"Cumberland County, North Carolina",327127
48167,Republican,TX,"Galveston County, Texas",329431
34035,Republican,NJ,"Somerset County, New Jersey",333751
12069,Republican,FL,"Lake County, Florida",335396
12097,Republican,FL,"Osceola County, Florida",336015
41047,Democratic,OR,"Marion County, Oregon",336316
51041,Democratic,VA,"Chesterfield County, Virginia",339009
48027,Republican,TX,"Bell County, Texas",340411
49011,Republican,UT,"Davis County, Utah",342281
12083,Republican,FL,"Marion County, Florida",349020
48039,Republican,TX,"Brazoria County, Texas",354195
42129,Democratic,PA,"Westmoreland County, Pennsylvania",355458
1089,Republican,AL,"Madison County, Alabama",356967
47065,Republican,TN,"Hamilton County, Tennessee",357738
48355,Republican,TX,"Nueces County, Texas",361350
42077,Democratic,PA,"Lehigh County, Pennsylvania",363147
26161,Republican,MI,"Washtenaw County, Michigan",364709
12021,Republican,FL,"Collier County, Florida",365136
41039,Democratic,OR,"Lane County, Oregon",369519
18003,Republican,IN,"Allen County, Indiana",370404
34021,Republican,NJ,"Mercer County, New Jersey",371023
37067,Democratic,NC,"Forsyth County, North Carolina",371511
39151,Republican,OH,"Stark County, Ohio",373612
12081,Republican,FL,"Manatee County, Florida",375888
39017,Republican,OH,"Butler County, Ohio",377537
51107,Democratic,VA,"Loudoun County, Virginia",385945
29183,Republican,MO,"St. Charles County, Missouri",390918
22071,Democratic,LA,"Orleans Parish, Louisiana",391495
5119,Republican,AR,"Pulaski County, Arkansas",393250
45019,Republican,SC,"Charleston County, South Carolina",396484
55133,Republican,WI,"Waukesha County, Wisconsin",398424
33011,Republican,NH,"Hillsborough County, New Hampshire",407761
41005,Democratic,OR,"Clackamas County, Oregon",408062
26049,Republican,MI,"Genesee County, Michigan",408615
45079,Republican,SC,"Richland County, South Carolina",409549
12115,Republican,FL,"Sarasota County, Florida",412569
42011,Democratic,PA,"Berks County, Pennsylvania",414812
1097,Republican,AL,"Mobile County, Alabama",414836
4021,Republican,AZ,"Pinal County, Arizona",418540
48061,Republican,TX,"Cameron County, Texas",422135
39095,Republican,OH,"Lucas County, Ohio",432488
22051,Democratic,LA,"Jefferson Parish, Louisiana",436523
42133,Democratic,PA,"York County, Pennsylvania",443744
22033,Democratic,LA,"East Baton Rouge Parish, Louisiana",447037
34005,Republican,NJ,"Burlington County, New Jersey",449284
51810,Democratic,VA,"Virginia Beach city, Virginia",452602
32031,Republican,NV,"Washoe County, Nevada",453616
51153,Democratic,VA,"Prince William County, Virginia",455210
12117,Republican,FL,"Seminole County, Florida",455479
47093,Republican,TN,"Knox County, Tennessee",456132
19153,Republican,IA,"Polk County, Iowa",474045
18089,Republican,IN,"Lake County, Indiana",485846
34027,Republican,NJ,"Morris County, New Jersey",498423
45045,Republican,SC,"Greenville County, South Carolina",498766
34031,Republican,NJ,"Passaic County, New Jersey",507945
34007,Republican,NJ,"Camden County, New Jersey",510150
20173,Republican,KS,"Sedgwick County, Kansas",511995
12101,Republican,FL,"Pasco County, Florida",512368
42029,Democratic,PA,"Chester County, Pennsylvania",516312
37081,Democratic,NC,"Guilford County, North Carolina",521330
48491,Republican,TX,"Williamson County, Texas",528718
12127,Republican,FL,"Volusia County, Florida",529364
39113,Republican,OH,"Montgomery County, Ohio",531239
55025,Republican,WI,"Dane County, Wisconsin",531273
17089,Republican,IL,"Kane County, Illinois",531715
42071,Democratic,PA,"Lancaster County, Pennsylvania",538500
39153,Republican,OH,"Summit County, Ohio",540300
31055,Republican,NE,"Douglas County, Nebraska",554995
34039,Republican,NJ,"Union County, New Jersey",555630
48339,Republican,TX,"Montgomery County, Texas",556203
10003,Democratic,DE,"New Castle County, Delaware",556987
42045,Democratic,PA,"Delaware County, Pennsylvania",563402
12009,Republican,FL,"Brevard County, Florida",579130
41067,Democratic,OR,"Washington County, Oregon",582779
20091,Republican,KS,"Johnson County, Kansas",584451
49049,Republican,UT,"Utah County, Utah",592299
34029,Republican,NJ,"Ocean County, New Jersey",592497
34025,Republican,NJ,"Monmouth County, New Jersey",625846
42017,Democratic,PA,"Bucks County, Pennsylvania",626399
26081,Republican,MI,"Kent County, Michigan",642173
40143,Republican,OK,"Tulsa County, Oklahoma",642940
1073,Republican,AL,"Jefferson County, Alabama",659521
12105,Republican,FL,"Polk County, Florida",666149
35001,Republican,NM,"Bernalillo County, New Mexico",676953
34017,Republican,NJ,"Hudson County, New Jersey",677983
47037,Republican,TN,"Davidson County, Tennessee",684410
17197,Republican,IL,"Will County, Illinois",689529
29095,Republican,MO,"Jackson County, Missouri",691801
17097,Republican,IL,"Lake County, Illinois",703047
12071,Republican,FL,"Lee County, Florida",722336
13089,Republican,GA,"DeKalb County, Georgia",740321
48157,Republican,TX,"Fort Bend County, Texas",741237
13067,Republican,GA,"Cobb County, Georgia",748150
21111,Republican,KY,"Jefferson County, Kentucky",765352
40109,Republican,OK,"Oklahoma County, Oklahoma",782970
34013,Republican,NJ,"Essex County, New Jersey",796914
41051,Democratic,OR,"Multnomah County, Oregon",799766
48121,Republican,TX,"Denton County, Texas",806180
39061,Republican,OH,"Hamilton County, Ohio",809099
42091,Democratic,PA,"Montgomery County, Pennsylvania",821725
34023,Republican,NJ,"Middlesex County, New Jersey",837073
48141,Republican,TX,"El Paso County, Texas",837918
48215,Republican,TX,"Hidalgo County, Texas",849843
26099,Republican,MI,"Macomb County, Michigan",867730
13135,Republican,GA,"Gwinnett County, Georgia",907135
12031,Republican,FL,"Duval County, Florida",926255
17043,Republican,IL,"DuPage County, Illinois",929368
47157,Republican,TN,"Shelby County, Tennessee",934603
34003,Republican,NJ,"Bergen County, New Jersey",939151
48085,Republican,TX,"Collin County, Texas",939585
18097,Republican,IN,"Marion County, Indiana",941229
55079,Republican,WI,"Milwaukee County, Wisconsin",951448
12103,Republican,FL,"Pinellas County, Florida",960730
15003,Democratic,HI,"Honolulu County, Hawaii",992605
29189,Republican,MO,"St. Louis County, Missouri",998581
4019,Republican,AZ,"Pima County, Arizona",1016206
13121,Republican,GA,"Fulton County, Georgia",1023336
37183,Democratic,NC,"Wake County, North Carolina",1046791
37119,Democratic,NC,"Mecklenburg County, North Carolina",1054835
49035,Republican,UT,"Salt Lake County, Utah",1121354
51059,Democratic,VA,"Fairfax County, Virginia",1138652
48453,Republican,TX,"Travis County, Texas",1199323
42003,Democratic,PA,"Allegheny County, Pennsylvania",1225365
26125,Republican,MI,"Oakland County, Michigan",1243970
39035,Republican,OH,"Cuyahoga County, Ohio",1249352
39049,Republican,OH,"Franklin County, Ohio",1264518
12095,Republican,FL,"Orange County, Florida",1314367
12057,Republican,FL,"Hillsborough County, Florida",1376238
12099,Republican,FL,"Palm Beach County, Florida",1443810
42101,Democratic,PA,"Philadelphia County, Pennsylvania",1567872
26163,Republican,MI,"Wayne County, Michigan",1749366
12011,Republican,FL,"Broward County, Florida",1909632
48029,Republican,TX,"Bexar County, Texas",1928680
