,Code,County,State,Title,Period,LF,Emp,U Level,U Rate,FIPS
43449,CN3001100000000,30.0,11.0,"Carter County, MT",Jun-17(p),709,692,17,2.4,30011
43450,CN3001300000000,30.0,13.0,"Cascade County, MT",Jun-17(p),"38,514","37,082","1,432",3.7,30013
43451,CN3001500000000,30.0,15.0,"Chouteau County, MT",Jun-17(p),"2,606","2,521",85,3.3,30015
43452,CN3001700000000,30.0,17.0,"Custer County, MT",Jun-17(p),"6,085","5,899",186,3.1,30017
43453,CN3001900000000,30.0,19.0,"Daniels County, MT",Jun-17(p),933,915,18,1.9,30019
43454,CN3002100000000,30.0,21.0,"Dawson County, MT",Jun-17(p),"4,494","4,338",156,3.5,30021
43455,CN3002300000000,30.0,23.0,"Deer Lodge County, MT",Jun-17(p),"5,469","5,294",175,3.2,30023
43456,CN3002500000000,30.0,25.0,"Fallon County, MT",Jun-17(p),"1,738","1,688",50,2.9,30025
43457,CN3002700000000,30.0,27.0,"Fergus County, MT",Jun-17(p),"5,881","5,691",190,3.2,30027
43458,CN3002900000000,30.0,29.0,"Flathead County, MT",Jun-17(p),"47,404","45,263","2,141",4.5,30029
43459,CN3003100000000,30.0,31.0,"Gallatin County, MT",Jun-17(p),"64,678","63,065","1,613",2.5,30031
43460,CN3003300000000,30.0,33.0,"Garfield County, MT",Jun-17(p),761,740,21,2.8,30033
43461,CN3003500000000,30.0,35.0,"Glacier County, MT",Jun-17(p),"6,008","5,479",529,8.8,30035
43462,CN3003700000000,30.0,37.0,"Golden Valley County, MT",Jun-17(p),385,367,18,4.7,30037
43463,CN3003900000000,30.0,39.0,"Granite County, MT",Jun-17(p),"1,686","1,602",84,5.0,30039
43464,CN3004100000000,30.0,41.0,"Hill County, MT",Jun-17(p),"7,884","7,579",305,3.9,30041
43465,CN3004300000000,30.0,43.0,"Jefferson County, MT",Jun-17(p),"5,687","5,447",240,4.2,30043
43466,CN3004500000000,30.0,45.0,"Judith Basin County, MT",Jun-17(p),925,895,30,3.2,30045
43467,CN3004700000000,30.0,47.0,"Lake County, MT",Jun-17(p),"13,743","13,197",546,4.0,30047
43468,CN3004900000000,30.0,49.0,"Lewis and Clark County, MT",Jun-17(p),"35,636","34,478","1,158",3.2,30049
43469,CN3005100000000,30.0,51.0,"Liberty County, MT",Jun-17(p),987,959,28,2.8,30051
43470,CN3005300000000,30.0,53.0,"Lincoln County, MT",Jun-17(p),"8,173","7,562",611,7.5,30053
43471,CN3005500000000,30.0,55.0,"McCone County, MT",Jun-17(p),"1,021",999,22,2.2,30055
43472,CN3005700000000,30.0,57.0,"Madison County, MT",Jun-17(p),"4,133","3,994",139,3.4,30057
43473,CN3005900000000,30.0,59.0,"Meagher County, MT",Jun-17(p),917,878,39,4.3,30059
43474,CN3006100000000,30.0,61.0,"Mineral County, MT",Jun-17(p),"1,742","1,643",99,5.7,30061
43475,CN3006300000000,30.0,63.0,"Missoula County, MT",Jun-17(p),"62,035","59,908","2,127",3.4,30063
43476,CN3006500000000,30.0,65.0,"Musselshell County, MT",Jun-17(p),"2,318","2,216",102,4.4,30065
43477,CN3006700000000,30.0,67.0,"Park County, MT",Jun-17(p),"8,914","8,631",283,3.2,30067
43478,CN3006900000000,30.0,69.0,"Petroleum County, MT",Jun-17(p),269,259,10,3.7,30069
43479,CN3007100000000,30.0,71.0,"Phillips County, MT",Jun-17(p),"1,876","1,802",74,3.9,30071
43480,CN3007300000000,30.0,73.0,"Pondera County, MT",Jun-17(p),"2,888","2,776",112,3.9,30073
43481,CN3007500000000,30.0,75.0,"Powder River County, MT",Jun-17(p),"1,094","1,072",22,2.0,30075
43482,CN3007700000000,30.0,77.0,"Powell County, MT",Jun-17(p),"2,909","2,797",112,3.9,30077
43483,CN3007900000000,30.0,79.0,"Prairie County, MT",Jun-17(p),560,541,19,3.4,30079
43484,CN3008100000000,30.0,81.0,"Ravalli County, MT",Jun-17(p),"20,036","19,203",833,4.2,30081
43485,CN3008300000000,30.0,83.0,"Richland County, MT",Jun-17(p),"5,705","5,460",245,4.3,30083
43486,CN3008500000000,30.0,85.0,"Roosevelt County, MT",Jun-17(p),"4,684","4,437",247,5.3,30085
43487,CN3008700000000,30.0,87.0,"Rosebud County, MT",Jun-17(p),"4,326","4,126",200,4.6,30087
43488,CN3008900000000,30.0,89.0,"Sanders County, MT",Jun-17(p),"4,754","4,458",296,6.2,30089
43489,CN3009100000000,30.0,91.0,"Sheridan County, MT",Jun-17(p),"1,930","1,882",48,2.5,30091
43490,CN3009300000000,30.0,93.0,"Silver Bow County, MT",Jun-17(p),"17,413","16,707",706,4.1,30093
43491,CN3009500000000,30.0,95.0,"Stillwater County, MT",Jun-17(p),"4,775","4,593",182,3.8,30095
43492,CN3009700000000,30.0,97.0,"Sweet Grass County, MT",Jun-17(p),"1,822","1,771",51,2.8,30097
43493,CN3009900000000,30.0,99.0,"Teton County, MT",Jun-17(p),"2,852","2,754",98,3.4,30099
43494,CN3010100000000,30.0,101.0,"Toole County, MT",Jun-17(p),"2,268","2,199",69,3.0,30101
43495,CN3010300000000,30.0,103.0,"Treasure County, MT",Jun-17(p),335,323,12,3.6,30103
43496,CN3010500000000,30.0,105.0,"Valley County, MT",Jun-17(p),"4,494","4,364",130,2.9,30105
43497,CN3010700000000,30.0,107.0,"Wheatland County, MT",Jun-17(p),792,759,33,4.2,30107
43498,CN3010900000000,30.0,109.0,"Wibaux County, MT",Jun-17(p),533,514,19,3.6,30109
43499,CN3011100000000,30.0,111.0,"Yellowstone County, MT",Jun-17(p),"82,781","79,825","2,956",3.6,30111
43500,CN3100100000000,31.0,1.0,"Adams County, NE",Jun-17(p),"16,714","16,156",558,3.3,31001
43501,CN3100300000000,31.0,3.0,"Antelope County, NE",Jun-17(p),"3,789","3,701",88,2.3,31003
43502,CN3100500000000,31.0,5.0,"Arthur County, NE",Jun-17(p),235,226,9,3.8,31005
43503,CN3100700000000,31.0,7.0,"Banner County, NE",Jun-17(p),430,413,17,4.0,31007
43504,CN3100900000000,31.0,9.0,"Blaine County, NE",Jun-17(p),293,282,11,3.8,31009
43505,CN3101100000000,31.0,11.0,"Boone County, NE",Jun-17(p),"3,122","3,048",74,2.4,31011
43506,CN3101300000000,31.0,13.0,"Box Butte County, NE",Jun-17(p),"5,671","5,487",184,3.2,31013
43507,CN3101500000000,31.0,15.0,"Boyd County, NE",Jun-17(p),"1,169","1,134",35,3.0,31015
43508,CN3101700000000,31.0,17.0,"Brown County, NE",Jun-17(p),"1,443","1,398",45,3.1,31017
43509,CN3101900000000,31.0,19.0,"Buffalo County, NE",Jun-17(p),"27,054","26,296",758,2.8,31019
43510,CN3102100000000,31.0,21.0,"Burt County, NE",Jun-17(p),"3,650","3,523",127,3.5,31021
43511,CN3102300000000,31.0,23.0,"Butler County, NE",Jun-17(p),"4,681","4,535",146,3.1,31023
43512,CN3102500000000,31.0,25.0,"Cass County, NE",Jun-17(p),"13,337","12,896",441,3.3,31025
43513,CN3102700000000,31.0,27.0,"Cedar County, NE",Jun-17(p),"4,708","4,597",111,2.4,31027
43514,CN3102900000000,31.0,29.0,"Chase County, NE",Jun-17(p),"2,397","2,348",49,2.0,31029
43515,CN3103100000000,31.0,31.0,"Cherry County, NE",Jun-17(p),"3,672","3,586",86,2.3,31031
43516,CN3103300000000,31.0,33.0,"Cheyenne County, NE",Jun-17(p),"5,441","5,281",160,2.9,31033
43517,CN3103500000000,31.0,35.0,"Clay County, NE",Jun-17(p),"3,489","3,390",99,2.8,31035
43518,CN3103700000000,31.0,37.0,"Colfax County, NE",Jun-17(p),"5,651","5,507",144,2.5,31037
43519,CN3103900000000,31.0,39.0,"Cuming County, NE",Jun-17(p),"4,892","4,741",151,3.1,31039
43520,CN3104100000000,31.0,41.0,"Custer County, NE",Jun-17(p),"6,657","6,508",149,2.2,31041
43521,CN3104300000000,31.0,43.0,"Dakota County, NE",Jun-17(p),"11,107","10,662",445,4.0,31043
43522,CN3104500000000,31.0,45.0,"Dawes County, NE",Jun-17(p),"5,122","4,942",180,3.5,31045
43523,CN3104700000000,31.0,47.0,"Dawson County, NE",Jun-17(p),"13,185","12,810",375,2.8,31047
43524,CN3104900000000,31.0,49.0,"Deuel County, NE",Jun-17(p),"1,082","1,057",25,2.3,31049
43525,CN3105100000000,31.0,51.0,"Dixon County, NE",Jun-17(p),"3,176","3,072",104,3.3,31051
43526,CN3105300000000,31.0,53.0,"Dodge County, NE",Jun-17(p),"19,157","18,573",584,3.0,31053
43527,CN3105500000000,31.0,55.0,"Douglas County, NE",Jun-17(p),"291,137","281,495","9,642",3.3,31055
43528,CN3105700000000,31.0,57.0,"Dundy County, NE",Jun-17(p),"1,246","1,218",28,2.2,31057
43529,CN3105900000000,31.0,59.0,"Fillmore County, NE",Jun-17(p),"3,274","3,183",91,2.8,31059
43530,CN3106100000000,31.0,61.0,"Franklin County, NE",Jun-17(p),"1,555","1,505",50,3.2,31061
43531,CN3106300000000,31.0,63.0,"Frontier County, NE",Jun-17(p),"1,616","1,567",49,3.0,31063
43532,CN3106500000000,31.0,65.0,"Furnas County, NE",Jun-17(p),"2,815","2,741",74,2.6,31065
43533,CN3106700000000,31.0,67.0,"Gage County, NE",Jun-17(p),"11,049","10,674",375,3.4,31067
43534,CN3106900000000,31.0,69.0,"Garden County, NE",Jun-17(p),"1,218","1,187",31,2.5,31069
43535,CN3107100000000,31.0,71.0,"Garfield County, NE",Jun-17(p),"1,184","1,153",31,2.6,31071
43536,CN3107300000000,31.0,73.0,"Gosper County, NE",Jun-17(p),"1,105","1,077",28,2.5,31073
43537,CN3107500000000,31.0,75.0,"Grant County, NE",Jun-17(p),465,454,11,2.4,31075
43538,CN3107700000000,31.0,77.0,"Greeley County, NE",Jun-17(p),"1,337","1,299",38,2.8,31077
43539,CN3107900000000,31.0,79.0,"Hall County, NE",Jun-17(p),"31,874","30,889",985,3.1,31079
43540,CN3108100000000,31.0,81.0,"Hamilton County, NE",Jun-17(p),"4,813","4,689",124,2.6,31081
43541,CN3108300000000,31.0,83.0,"Harlan County, NE",Jun-17(p),"1,821","1,774",47,2.6,31083
43542,CN3108500000000,31.0,85.0,"Hayes County, NE",Jun-17(p),627,611,16,2.6,31085
43543,CN3108700000000,31.0,87.0,"Hitchcock County, NE",Jun-17(p),"1,321","1,279",42,3.2,31087
43544,CN3108900000000,31.0,89.0,"Holt County, NE",Jun-17(p),"6,119","5,962",157,2.6,31089
43545,CN3109100000000,31.0,91.0,"Hooker County, NE",Jun-17(p),442,431,11,2.5,31091
43546,CN3109300000000,31.0,93.0,"Howard County, NE",Jun-17(p),"3,384","3,290",94,2.8,31093
43547,CN3109500000000,31.0,95.0,"Jefferson County, NE",Jun-17(p),"4,227","4,122",105,2.5,31095
43548,CN3109700000000,31.0,97.0,"Johnson County, NE",Jun-17(p),"2,100","2,029",71,3.4,31097
43549,CN3109900000000,31.0,99.0,"Kearney County, NE",Jun-17(p),"3,820","3,732",88,2.3,31099
43550,CN3110100000000,31.0,101.0,"Keith County, NE",Jun-17(p),"4,787","4,646",141,2.9,31101
43551,CN3110300000000,31.0,103.0,"Keya Paha County, NE",Jun-17(p),696,680,16,2.3,31103
43552,CN3110500000000,31.0,105.0,"Kimball County, NE",Jun-17(p),"1,963","1,903",60,3.1,31105
43553,CN3110700000000,31.0,107.0,"Knox County, NE",Jun-17(p),"4,969","4,818",151,3.0,31107
43554,CN3110900000000,31.0,109.0,"Lancaster County, NE",Jun-17(p),"167,793","163,031","4,762",2.8,31109
43555,CN3111100000000,31.0,111.0,"Lincoln County, NE",Jun-17(p),"18,824","18,230",594,3.2,31111
43556,CN3111300000000,31.0,113.0,"Logan County, NE",Jun-17(p),501,488,13,2.6,31113
43557,CN3111500000000,31.0,115.0,"Loup County, NE",Jun-17(p),417,404,13,3.1,31115
43558,CN3111700000000,31.0,117.0,"McPherson County, NE",Jun-17(p),476,465,11,2.3,31117
43559,CN3111900000000,31.0,119.0,"Madison County, NE",Jun-17(p),"19,115","18,564",551,2.9,31119
43560,CN3112100000000,31.0,121.0,"Merrick County, NE",Jun-17(p),"4,120","4,007",113,2.7,31121
43561,CN3112300000000,31.0,123.0,"Morrill County, NE",Jun-17(p),"2,741","2,661",80,2.9,31123
43562,CN3112500000000,31.0,125.0,"Nance County, NE",Jun-17(p),"2,060","2,007",53,2.6,31125
43563,CN3112700000000,31.0,127.0,"Nemaha County, NE",Jun-17(p),"3,555","3,390",165,4.6,31127
43564,CN3112900000000,31.0,129.0,"Nuckolls County, NE",Jun-17(p),"2,451","2,391",60,2.4,31129
43565,CN3113100000000,31.0,131.0,"Otoe County, NE",Jun-17(p),"8,310","8,012",298,3.6,31131
43566,CN3113300000000,31.0,133.0,"Pawnee County, NE",Jun-17(p),"1,650","1,598",52,3.2,31133
43567,CN3113500000000,31.0,135.0,"Perkins County, NE",Jun-17(p),"1,906","1,870",36,1.9,31135
43568,CN3113700000000,31.0,137.0,"Phelps County, NE",Jun-17(p),"5,090","4,957",133,2.6,31137
43569,CN3113900000000,31.0,139.0,"Pierce County, NE",Jun-17(p),"4,246","4,131",115,2.7,31139
43570,CN3114100000000,31.0,141.0,"Platte County, NE",Jun-17(p),"17,064","16,535",529,3.1,31141
43571,CN3114300000000,31.0,143.0,"Polk County, NE",Jun-17(p),"2,993","2,919",74,2.5,31143
43572,CN3114500000000,31.0,145.0,"Red Willow County, NE",Jun-17(p),"6,044","5,870",174,2.9,31145
43573,CN3114700000000,31.0,147.0,"Richardson County, NE",Jun-17(p),"4,305","4,159",146,3.4,31147
43574,CN3114900000000,31.0,149.0,"Rock County, NE",Jun-17(p),933,911,22,2.4,31149
43575,CN3115100000000,31.0,151.0,"Saline County, NE",Jun-17(p),"7,476","7,242",234,3.1,31151
43576,CN3115300000000,31.0,153.0,"Sarpy County, NE",Jun-17(p),"92,119","89,419","2,700",2.9,31153
43577,CN3115500000000,31.0,155.0,"Saunders County, NE",Jun-17(p),"11,177","10,855",322,2.9,31155
43578,CN3115700000000,31.0,157.0,"Scotts Bluff County, NE",Jun-17(p),"18,431","17,804",627,3.4,31157
43579,CN3115900000000,31.0,159.0,"Seward County, NE",Jun-17(p),"8,851","8,577",274,3.1,31159
43580,CN3116100000000,31.0,161.0,"Sheridan County, NE",Jun-17(p),"2,845","2,770",75,2.6,31161
43581,CN3116300000000,31.0,163.0,"Sherman County, NE",Jun-17(p),"1,785","1,733",52,2.9,31163
43582,CN3116500000000,31.0,165.0,"Sioux County, NE",Jun-17(p),823,799,24,2.9,31165
43583,CN3116700000000,31.0,167.0,"Stanton County, NE",Jun-17(p),"3,495","3,390",105,3.0,31167
43584,CN3116900000000,31.0,169.0,"Thayer County, NE",Jun-17(p),"2,938","2,871",67,2.3,31169
43585,CN3117100000000,31.0,171.0,"Thomas County, NE",Jun-17(p),456,445,11,2.4,31171
43586,CN3117300000000,31.0,173.0,"Thurston County, NE",Jun-17(p),"3,026","2,866",160,5.3,31173
43587,CN3117500000000,31.0,175.0,"Valley County, NE",Jun-17(p),"2,193","2,130",63,2.9,31175
43588,CN3117700000000,31.0,177.0,"Washington County, NE",Jun-17(p),"11,186","10,836",350,3.1,31177
43589,CN3117900000000,31.0,179.0,"Wayne County, NE",Jun-17(p),"5,522","5,337",185,3.4,31179
43590,CN3118100000000,31.0,181.0,"Webster County, NE",Jun-17(p),"1,785","1,732",53,3.0,31181
43591,CN3118300000000,31.0,183.0,"Wheeler County, NE",Jun-17(p),610,594,16,2.6,31183
43592,CN3118500000000,31.0,185.0,"York County, NE",Jun-17(p),"7,464","7,255",209,2.8,31185
43593,CN3200100000000,32.0,1.0,"Churchill County, NV",Jun-17(p),"10,630","10,181",449,4.2,32001
43594,CN3200300000000,32.0,3.0,"Clark County, NV",Jun-17(p),"1,063,902","1,010,033","53,869",5.1,32003
43595,CN3200500000000,32.0,5.0,"Douglas County, NV",Jun-17(p),"22,446","21,461",985,4.4,32005
43596,CN3200700000000,32.0,7.0,"Elko County, NV",Jun-17(p),"27,287","26,311",976,3.6,32007
43597,CN3200900000000,32.0,9.0,"Esmeralda County, NV",Jun-17(p),538,523,15,2.8,32009
43598,CN3201100000000,32.0,11.0,"Eureka County, NV",Jun-17(p),"1,152","1,120",32,2.8,32011
43599,CN3201300000000,32.0,13.0,"Humboldt County, NV",Jun-17(p),"8,452","8,123",329,3.9,32013
43600,CN3201500000000,32.0,15.0,"Lander County, NV",Jun-17(p),"3,193","3,060",133,4.2,32015
43601,CN3201700000000,32.0,17.0,"Lincoln County, NV",Jun-17(p),"2,114","2,030",84,4.0,32017
43602,CN3201900000000,32.0,19.0,"Lyon County, NV",Jun-17(p),"21,321","20,123","1,198",5.6,32019
43603,CN3202100000000,32.0,21.0,"Mineral County, NV",Jun-17(p),"1,984","1,879",105,5.3,32021
43604,CN3202300000000,32.0,23.0,"Nye County, NV",Jun-17(p),"16,255","15,274",981,6.0,32023
43605,CN3202700000000,32.0,27.0,"Pershing County, NV",Jun-17(p),"2,554","2,444",110,4.3,32027
43606,CN3202900000000,32.0,29.0,"Storey County, NV",Jun-17(p),"1,910","1,825",85,4.5,32029
43607,CN3203100000000,32.0,31.0,"Washoe County, NV",Jun-17(p),"232,756","223,409","9,347",4.0,32031
43608,CN3203300000000,32.0,33.0,"White Pine County, NV",Jun-17(p),"4,620","4,446",174,3.8,32033
43609,CN3251000000000,32.0,510.0,"Carson City, NV",Jun-17(p),"24,741","23,614","1,127",4.6,32510
43610,CN3300100000000,33.0,1.0,"Belknap County, NH",Jun-17(p),"32,319","31,537",782,2.4,33001
43611,CN3300300000000,33.0,3.0,"Carroll County, NH",Jun-17(p),"24,047","23,432",615,2.6,33003
43612,CN3300500000000,33.0,5.0,"Cheshire County, NH",Jun-17(p),"40,574","39,491","1,083",2.7,33005
43613,CN3300700000000,33.0,7.0,"Coos County, NH",Jun-17(p),"14,657","14,167",490,3.3,33007
43614,CN3300900000000,33.0,9.0,"Grafton County, NH",Jun-17(p),"48,779","47,668","1,111",2.3,33009
43615,CN3301100000000,33.0,11.0,"Hillsborough County, NH",Jun-17(p),"236,297","229,653","6,644",2.8,33011
43616,CN3301300000000,33.0,13.0,"Merrimack County, NH",Jun-17(p),"82,361","80,447","1,914",2.3,33013
43617,CN3301500000000,33.0,15.0,"Rockingham County, NH",Jun-17(p),"184,701","179,384","5,317",2.9,33015
43618,CN3301700000000,33.0,17.0,"Strafford County, NH",Jun-17(p),"72,685","70,943","1,742",2.4,33017
43619,CN3301900000000,33.0,19.0,"Sullivan County, NH",Jun-17(p),"23,789","23,263",526,2.2,33019
43620,CN3400100000000,34.0,1.0,"Atlantic County, NJ",Jun-17(p),"125,164","117,188","7,976",6.4,34001
43621,CN3400300000000,34.0,3.0,"Bergen County, NJ",Jun-17(p),"487,655","469,862","17,793",3.6,34003
43622,CN3400500000000,34.0,5.0,"Burlington County, NJ",Jun-17(p),"234,939","225,909","9,030",3.8,34005
43623,CN3400700000000,34.0,7.0,"Camden County, NJ",Jun-17(p),"257,642","245,261","12,381",4.8,34007
43624,CN3400900000000,34.0,9.0,"Cape May County, NJ",Jun-17(p),"53,004","49,767","3,237",6.1,34009
43625,CN3401100000000,34.0,11.0,"Cumberland County, NJ",Jun-17(p),"67,260","63,088","4,172",6.2,34011
43626,CN3401300000000,34.0,13.0,"Essex County, NJ",Jun-17(p),"369,400","349,191","20,209",5.5,34013
43627,CN3401500000000,34.0,15.0,"Gloucester County, NJ",Jun-17(p),"151,312","144,560","6,752",4.5,34015
43628,CN3401700000000,34.0,17.0,"Hudson County, NJ",Jun-17(p),"364,657","349,270","15,387",4.2,34017
43629,CN3401900000000,34.0,19.0,"Hunterdon County, NJ",Jun-17(p),"64,770","62,656","2,114",3.3,34019
43630,CN3402100000000,34.0,21.0,"Mercer County, NJ",Jun-17(p),"200,976","193,315","7,661",3.8,34021
43631,CN3402300000000,34.0,23.0,"Middlesex County, NJ",Jun-17(p),"447,482","430,094","17,388",3.9,34023
43632,CN3402500000000,34.0,25.0,"Monmouth County, NJ",Jun-17(p),"334,403","321,766","12,637",3.8,34025
43633,CN3402700000000,34.0,27.0,"Morris County, NJ",Jun-17(p),"259,494","250,589","8,905",3.4,34027
43634,CN3402900000000,34.0,29.0,"Ocean County, NJ",Jun-17(p),"271,058","259,124","11,934",4.4,34029
43635,CN3403100000000,34.0,31.0,"Passaic County, NJ",Jun-17(p),"248,445","235,507","12,938",5.2,34031
43636,CN3403300000000,34.0,33.0,"Salem County, NJ",Jun-17(p),"30,238","28,516","1,722",5.7,34033
43637,CN3403500000000,34.0,35.0,"Somerset County, NJ",Jun-17(p),"172,548","166,328","6,220",3.6,34035
43638,CN3403700000000,34.0,37.0,"Sussex County, NJ",Jun-17(p),"75,436","72,403","3,033",4.0,34037
43639,CN3403900000000,34.0,39.0,"Union County, NJ",Jun-17(p),"275,717","263,295","12,422",4.5,34039
43640,CN3404100000000,34.0,41.0,"Warren County, NJ",Jun-17(p),"56,150","54,027","2,123",3.8,34041
43641,CN3500100000000,35.0,1.0,"Bernalillo County, NM",Jun-17(p),"330,731","310,936","19,795",6.0,35001
43642,CN3500300000000,35.0,3.0,"Catron County, NM",Jun-17(p),"1,200","1,128",72,6.0,35003
43643,CN3500500000000,35.0,5.0,"Chaves County, NM",Jun-17(p),"27,830","25,842","1,988",7.1,35005
43644,CN3500600000000,35.0,6.0,"Cibola County, NM",Jun-17(p),"9,212","8,400",812,8.8,35006
43645,CN3500700000000,35.0,7.0,"Colfax County, NM",Jun-17(p),"6,514","6,140",374,5.7,35007
43646,CN3500900000000,35.0,9.0,"Curry County, NM",Jun-17(p),"21,492","20,268","1,224",5.7,35009
43647,CN3501100000000,35.0,11.0,"De Baca County, NM",Jun-17(p),834,791,43,5.2,35011
43648,CN3501300000000,35.0,13.0,"Dona Ana County, NM",Jun-17(p),"96,221","89,060","7,161",7.4,35013
43649,CN3501500000000,35.0,15.0,"Eddy County, NM",Jun-17(p),"27,646","25,934","1,712",6.2,35015
43650,CN3501700000000,35.0,17.0,"Grant County, NM",Jun-17(p),"12,043","11,227",816,6.8,35017
43651,CN3501900000000,35.0,19.0,"Guadalupe County, NM",Jun-17(p),"1,731","1,614",117,6.8,35019
43652,CN3502100000000,35.0,21.0,"Harding County, NM",Jun-17(p),288,269,19,6.6,35021
43653,CN3502300000000,35.0,23.0,"Hidalgo County, NM",Jun-17(p),"2,279","2,157",122,5.4,35023
43654,CN3502500000000,35.0,25.0,"Lea County, NM",Jun-17(p),"26,137","24,049","2,088",8.0,35025
43655,CN3502700000000,35.0,27.0,"Lincoln County, NM",Jun-17(p),"8,900","8,388",512,5.8,35027
43656,CN3502800000000,35.0,28.0,"Los Alamos County, NM",Jun-17(p),"9,116","8,740",376,4.1,35028
43657,CN3502900000000,35.0,29.0,"Luna County, NM",Jun-17(p),"11,343","10,000","1,343",11.8,35029
43658,CN3503100000000,35.0,31.0,"McKinley County, NM",Jun-17(p),"24,474","22,066","2,408",9.8,35031
43659,CN3503300000000,35.0,33.0,"Mora County, NM",Jun-17(p),"2,220","2,048",172,7.7,35033
43660,CN3503500000000,35.0,35.0,"Otero County, NM",Jun-17(p),"25,263","23,525","1,738",6.9,35035
43661,CN3503700000000,35.0,37.0,"Quay County, NM",Jun-17(p),"3,241","3,008",233,7.2,35037
43662,CN3503900000000,35.0,39.0,"Rio Arriba County, NM",Jun-17(p),"16,891","15,737","1,154",6.8,35039
43663,CN3504100000000,35.0,41.0,"Roosevelt County, NM",Jun-17(p),"7,716","7,215",501,6.5,35041
43664,CN3504300000000,35.0,43.0,"Sandoval County, NM",Jun-17(p),"63,910","59,550","4,360",6.8,35043
43665,CN3504500000000,35.0,45.0,"San Juan County, NM",Jun-17(p),"53,027","48,798","4,229",8.0,35045
43666,CN3504700000000,35.0,47.0,"San Miguel County, NM",Jun-17(p),"10,826","9,910",916,8.5,35047
43667,CN3504900000000,35.0,49.0,"Santa Fe County, NM",Jun-17(p),"74,036","69,946","4,090",5.5,35049
43668,CN3505100000000,35.0,51.0,"Sierra County, NM",Jun-17(p),"4,181","3,860",321,7.7,35051
43669,CN3505300000000,35.0,53.0,"Socorro County, NM",Jun-17(p),"6,673","6,158",515,7.7,35053
43670,CN3505500000000,35.0,55.0,"Taos County, NM",Jun-17(p),"14,795","13,505","1,290",8.7,35055
43671,CN3505700000000,35.0,57.0,"Torrance County, NM",Jun-17(p),"5,553","5,067",486,8.8,35057
43672,CN3505900000000,35.0,59.0,"Union County, NM",Jun-17(p),"1,909","1,828",81,4.2,35059
43673,CN3506100000000,35.0,61.0,"Valencia County, NM",Jun-17(p),"30,393","28,143","2,250",7.4,35061
43674,CN3600100000000,36.0,1.0,"Albany County, NY",Jun-17(p),"160,352","153,289","7,063",4.4,36001
43675,CN3600300000000,36.0,3.0,"Allegany County, NY",Jun-17(p),"19,533","18,222","1,311",6.7,36003
43676,CN3600500000000,36.0,5.0,"Bronx County, NY",Jun-17(p),"619,323","582,381","36,942",6.0,36005
43677,CN3600700000000,36.0,7.0,"Broome County, NY",Jun-17(p),"86,354","81,545","4,809",5.6,36007
43678,CN3600900000000,36.0,9.0,"Cattaraugus County, NY",Jun-17(p),"34,620","32,684","1,936",5.6,36009
43679,CN3601100000000,36.0,11.0,"Cayuga County, NY",Jun-17(p),"36,452","34,780","1,672",4.6,36011
43680,CN3601300000000,36.0,13.0,"Chautauqua County, NY",Jun-17(p),"56,483","53,287","3,196",5.7,36013
43681,CN3601500000000,36.0,15.0,"Chemung County, NY",Jun-17(p),"36,076","34,138","1,938",5.4,36015
43682,CN3601700000000,36.0,17.0,"Chenango County, NY",Jun-17(p),"23,052","21,953","1,099",4.8,36017
43683,CN3601900000000,36.0,19.0,"Clinton County, NY",Jun-17(p),"35,584","33,672","1,912",5.4,36019
43684,CN3602100000000,36.0,21.0,"Columbia County, NY",Jun-17(p),"31,815","30,693","1,122",3.5,36021
43685,CN3602300000000,36.0,23.0,"Cortland County, NY",Jun-17(p),"22,571","21,306","1,265",5.6,36023
43686,CN3602500000000,36.0,25.0,"Delaware County, NY",Jun-17(p),"19,263","18,235","1,028",5.3,36025
43687,CN3602700000000,36.0,27.0,"Dutchess County, NY",Jun-17(p),"145,067","138,714","6,353",4.4,36027
43688,CN3602900000000,36.0,29.0,"Erie County, NY",Jun-17(p),"448,973","426,600","22,373",5.0,36029
43689,CN3603100000000,36.0,31.0,"Essex County, NY",Jun-17(p),"17,390","16,554",836,4.8,36031
43690,CN3603300000000,36.0,33.0,"Franklin County, NY",Jun-17(p),"19,847","18,742","1,105",5.6,36033
43691,CN3603500000000,36.0,35.0,"Fulton County, NY",Jun-17(p),"23,413","22,149","1,264",5.4,36035
43692,CN3603700000000,36.0,37.0,"Genesee County, NY",Jun-17(p),"30,318","29,034","1,284",4.2,36037
43693,CN3603900000000,36.0,39.0,"Greene County, NY",Jun-17(p),"21,234","20,257",977,4.6,36039
43694,CN3604100000000,36.0,41.0,"Hamilton County, NY",Jun-17(p),"2,511","2,391",120,4.8,36041
43695,CN3604300000000,36.0,43.0,"Herkimer County, NY",Jun-17(p),"28,432","26,990","1,442",5.1,36043
43696,CN3604500000000,36.0,45.0,"Jefferson County, NY",Jun-17(p),"47,213","44,685","2,528",5.4,36045
43697,CN3604700000000,36.0,47.0,"Kings County, NY",Jun-17(p),"1,246,605","1,190,536","56,069",4.5,36047
43698,CN3604900000000,36.0,49.0,"Lewis County, NY",Jun-17(p),"11,853","11,210",643,5.4,36049
43699,CN3605100000000,36.0,51.0,"Livingston County, NY",Jun-17(p),"31,164","29,625","1,539",4.9,36051
43700,CN3605300000000,36.0,53.0,"Madison County, NY",Jun-17(p),"32,772","31,044","1,728",5.3,36053
