Name,Year,Population total,Median Age,Total Housing Units,Vacant Housing Units,Occupied Housing Units,Real Median Income,Household size,Vacant units per person
"Hickman County, Kentucky",2009,4923,43.2,2543,425,2118,30932,2.32436260623,0.086329473898
"Hickman County, Kentucky",2012,4869,44.7,2343,363,1980,36125,2.45909090909,0.0745532963648
"Hickman County, Kentucky",2015,4720,47.7,2335,362,1973,41218,2.39229599595,0.0766949152542
"Hickman County, Tennessee",2009,23670,38.2,9367,1120,8247,37880,2.8701345944,0.0473172792564
"Hickman County, Tennessee",2012,24481,40.4,10260,1490,8770,42330,2.79144811859,0.0608635268167
"Hickman County, Tennessee",2015,24283,40.7,10281,1512,8769,36334,2.76918690843,0.0622657826463
"Hickory County, Missouri",2009,9022,51.2,6519,2399,4120,28685,2.18980582524,0.265905564176
"Hickory County, Missouri",2012,9554,52.7,6803,2544,4259,29400,2.24324958911,0.26627590538
"Hickory County, Missouri",2015,9335,53.5,6754,2649,4105,32122,2.27405602923,0.283770755222
"Hidalgo County, New Mexico",2009,5001,39.1,2680,804,1876,39020,2.6657782516,0.160767846431
"Hidalgo County, New Mexico",2012,4903,40.2,2406,582,1824,37531,2.68804824561,0.118702834999
"Hidalgo County, New Mexico",2015,4643,41.8,2383,555,1828,34444,2.53993435449,0.119534783545
"Hidalgo County, Texas",2009,702697,27.4,246498,37899,208599,30076,3.36864989765,0.0539336299998
"Hidalgo County, Texas",2012,774820,28.3,249609,35213,214396,33218,3.61396667848,0.0454466843912
"Hidalgo County, Texas",2015,819217,28.8,258126,34105,224021,34782,3.65687591788,0.0416312161491
"Highland County, Ohio",2009,42384,37.4,18376,2515,15861,40138,2.67221486665,0.0593384295961
"Highland County, Ohio",2012,43454,39,19308,2339,16969,39641,2.56078731805,0.0538270354858
"Highland County, Ohio",2015,43170,40.1,19256,2560,16696,39858,2.58564925731,0.0593004401205
"Highland County, Virginia",2009,2399,50.8,2017,870,1147,43537,2.09154315606,0.362651104627
"Highland County, Virginia",2012,2317,56.5,1866,814,1052,50136,2.20247148289,0.351316357359
"Highland County, Virginia",2015,2244,59,1918,847,1071,43914,2.09523809524,0.377450980392
"Highlands County, Florida",2009,97738,49.7,54374,13881,40493,33902,2.41370113353,0.142022550083
"Highlands County, Florida",2012,98734,51.4,55363,15506,39857,35350,2.47720601149,0.157048230599
"Highlands County, Florida",2015,98328,52.1,55066,14669,40397,35093,2.43404213184,0.149184362542
"Hill County, Montana",2009,16434,34.8,7464,1281,6183,44833,2.65793304221,0.0779481562614
"Hill County, Montana",2012,16157,35.2,7262,1132,6130,42875,2.63572593801,0.0700625116049
"Hill County, Montana",2015,16523,34.3,7232,1140,6092,44633,2.71224556796,0.0689947346124
"Hill County, Texas",2009,35279,38.6,15205,2759,12446,38159,2.83456532219,0.0782051645455
"Hill County, Texas",2012,35079,41.2,16098,2595,13503,39405,2.59786714064,0.0739758830069
"Hill County, Texas",2015,34923,42.4,16134,3232,12902,41382,2.70678964502,0.0925464593534
"Hillsborough County, Florida",2009,1167116,35.3,512684,56920,455764,49594,2.56079023354,0.048769788093
"Hillsborough County, Florida",2012,1238365,36.1,536002,69237,466765,49450,2.65308024381,0.0559100103766
"Hillsborough County, Florida",2015,1302884,36.6,549024,62946,486078,50579,2.68040108789,0.0483128198673
"Hillsborough County, New Hampshire",2009,402576,37.8,161578,11276,150302,68513,2.67844739258,0.0280096180597
"Hillsborough County, New Hampshire",2012,401101,39.2,165960,12213,153747,70472,2.60883789602,0.0304486899808
"Hillsborough County, New Hampshire",2015,403972,40.1,167207,11999,155208,71244,2.60277820731,0.0297025536423
"Hillsdale County, Michigan",2009,46300,38.9,21817,3937,17880,42829,2.58948545861,0.0850323974082
"Hillsdale County, Michigan",2012,46617,40.8,21748,4191,17557,42668,2.65518026998,0.0899028251496
"Hillsdale County, Michigan",2015,46178,42,21667,3857,17810,41961,2.59281302639,0.0835246221144
"Hinds County, Mississippi",2009,248782,32.4,105916,14694,91222,38541,2.72721492622,0.0590637586321
"Hinds County, Mississippi",2012,246335,33,103589,15392,88197,38152,2.7930088325,0.0624840156697
"Hinds County, Mississippi",2015,245874,33.6,104012,15250,88762,37324,2.77003672743,0.0620236381236
"Hinsdale County, Colorado",2009,554,34.2,1530,1335,195,53750,2.84102564103,2.40974729242
"Hinsdale County, Colorado",2012,790,56.5,1525,1153,372,54844,2.12365591398,1.45949367089
"Hinsdale County, Colorado",2015,874,55.2,1433,1036,397,57083,2.20151133501,1.18535469108
"Hitchcock County, Nebraska",2009,2858,47.9,1681,434,1247,36307,2.29190056135,0.151854443667
"Hitchcock County, Nebraska",2012,2898,49.1,1756,400,1356,40000,2.13716814159,0.138026224983
"Hitchcock County, Nebraska",2015,2879,48.2,1753,411,1342,39231,2.14530551416,0.142757902049
"Hocking County, Ohio",2009,28857,39.8,12564,1626,10938,40618,2.63823368075,0.0563468135981
"Hocking County, Ohio",2012,29372,41.9,13372,1810,11562,40556,2.54039093582,0.0616233147215
"Hocking County, Ohio",2015,28914,42.6,13351,1964,11387,42170,2.5392113814,0.0679255723871
"Hockley County, Texas",2009,22359,33.9,9407,1170,8237,45384,2.71445914775,0.0523279216423
"Hockley County, Texas",2012,22988,32.9,9297,1319,7978,51054,2.88142391577,0.0573777623108
"Hockley County, Texas",2015,23322,32.8,9290,1201,8089,50665,2.88317468167,0.0514964411285
"Hodgeman County, Kansas",2009,1960,46.4,1064,194,870,41078,2.25287356322,0.0989795918367
"Hodgeman County, Kansas",2012,1949,47.9,1035,225,810,44318,2.40617283951,0.115443817342
"Hodgeman County, Kansas",2015,1939,47.8,1034,223,811,54856,2.39087546239,0.115007735946
"Hoke County, North Carolina",2009,42410,30.8,15897,2404,13493,41595,3.14311124287,0.0566847441641
"Hoke County, North Carolina",2012,47368,30.8,18261,2880,15381,46900,3.07964371627,0.0608005404492
"Hoke County, North Carolina",2015,51075,31.4,19529,2539,16990,41542,3.00618010594,0.0497112090064
"Holmes County, Florida",2009,19065,40.2,8409,1570,6839,33868,2.78768825852,0.0823498557566
"Holmes County, Florida",2012,19971,42.1,8612,1865,6747,34928,2.95998221432,0.0933854088428
"Holmes County, Florida",2015,19635,42.1,8598,1770,6828,35020,2.87565905097,0.0901451489687
"Holmes County, Mississippi",2009,20481,30.2,8905,1823,7082,21821,2.89197966676,0.0890093257165
"Holmes County, Mississippi",2012,19207,32.2,8433,1829,6604,22335,2.90838885524,0.0952256989639
"Holmes County, Mississippi",2015,18772,33.5,8419,1999,6420,20732,2.92398753894,0.106488386959
"Holmes County, Ohio",2009,41452,29.2,12694,1253,11441,45171,3.62310986802,0.0302277332819
"Holmes County, Ohio",2012,42501,29.7,13612,1429,12183,44091,3.48854961832,0.0336227382885
"Holmes County, Ohio",2015,43436,30.4,13607,922,12685,51996,3.42420181317,0.0212266322866
"Holt County, Missouri",2009,4937,44.8,2960,673,2287,39019,2.15872321819,0.136317601782
"Holt County, Missouri",2012,4840,46.1,2807,574,2233,42706,2.16748768473,0.118595041322
"Holt County, Missouri",2015,4615,47.4,2779,649,2130,42500,2.16666666667,0.140628385699
"Holt County, Nebraska",2009,10258,45.5,5353,969,4384,37625,2.33987226277,0.094462858257
"Holt County, Nebraska",2012,10418,45.9,5229,915,4314,47768,2.41492814094,0.087828757919
"Holt County, Nebraska",2015,10398,45.5,5210,690,4520,46728,2.30044247788,0.066358915176
"Honolulu County, Hawaii",2009,902564,36.9,334469,30675,303794,67066,2.97097375195,0.0339865095439
"Honolulu County, Hawaii",2012,955215,37.7,337389,28899,308490,72292,3.09642127784,0.0302539218919
"Honolulu County, Hawaii",2015,984178,36.9,341239,31637,309602,74460,3.17884897384,0.0321456078067
"Hood County, Texas",2009,49360,44.1,20660,3167,17493,52870,2.82170010861,0.0641612641815
"Hood County, Texas",2012,51161,46.2,24715,4084,20631,54902,2.4798119335,0.0798264302887
"Hood County, Texas",2015,53171,46.9,25350,4418,20932,56100,2.54017771833,0.0830904064246
"Hood River County, Oregon",2009,21316,37.1,8779,889,7890,49795,2.70164765526,0.0417057609308
"Hood River County, Oregon",2012,22207,37.8,9280,1253,8027,56355,2.76653793447,0.0564236502004
"Hood River County, Oregon",2015,22749,39.4,9458,1269,8189,55827,2.77799487117,0.0557826717658
"Hooker County, Nebraska",2009,661,51.5,412,87,325,35547,2.03384615385,0.131618759455
"Hooker County, Nebraska",2012,689,47.8,427,133,294,38750,2.34353741497,0.193033381713
"Hooker County, Nebraska",2015,681,57.9,440,128,312,37317,2.18269230769,0.187958883994
"Hoonah-Angoon Census Area, Alaska",2009,2042,43.3,1785,809,976,43208,2.09221311475,0.396180215475
"Hoonah-Angoon Census Area, Alaska",2012,2153,48.3,1797,798,999,48942,2.15515515516,0.370645610776
"Hoonah-Angoon Census Area, Alaska",2015,2128,47.8,1661,769,892,52419,2.38565022422,0.361372180451
"Hopewell city, Virginia",2009,22933,35,10202,1180,9022,38892,2.54189758368,0.0514542362534
"Hopewell city, Virginia",2012,22501,35.9,10116,1430,8686,37029,2.59049044439,0.0635527309897
"Hopewell city, Virginia",2015,22279,36.9,10223,1517,8706,39064,2.55903974271,0.0680910274249
"Hopkins County, Kentucky",2009,46234,40.6,21672,2929,18743,39096,2.46673424745,0.0633516459748
"Hopkins County, Kentucky",2012,46891,40.3,21236,2680,18556,40501,2.52699935331,0.0571538248278
"Hopkins County, Kentucky",2015,46518,40.8,21257,2635,18622,42346,2.49801310278,0.0566447396707
"Hopkins County, Texas",2009,33864,38.1,14707,2021,12686,39966,2.66939933785,0.0596798960548
"Hopkins County, Texas",2012,35088,39.1,15014,1752,13262,42257,2.64575478812,0.0499316005472
"Hopkins County, Texas",2015,35645,39.2,15142,1869,13273,44396,2.68552700972,0.0524337214196
"Hormigueros Municipio, Puerto Rico",2009,17524,40,7113,967,6146,19644,2.85128538887,0.0551814654189
"Hormigueros Municipio, Puerto Rico",2012,17217,42,7216,882,6334,20428,2.7181875592,0.0512284370099
"Hormigueros Municipio, Puerto Rico",2015,16845,44,7559,1141,6418,20598,2.6246494235,0.0677352330068
"Horry County, South Carolina",2009,248601,41,164597,57864,106733,42642,2.32918591251,0.232758516659
"Horry County, South Carolina",2012,270943,41.4,185438,72026,113412,42183,2.38901527175,0.265834511318
"Horry County, South Carolina",2015,290730,43,191102,72364,118738,43299,2.44850005895,0.248904481822
"Hot Spring County, Arkansas",2009,31621,39,13950,2290,11660,36095,2.71192109777,0.0724202270643
"Hot Spring County, Arkansas",2012,33011,39.6,14309,2038,12271,39652,2.69016380083,0.0617369967587
"Hot Spring County, Arkansas",2015,33316,40.9,14293,2157,12136,40000,2.74522083059,0.0647436667067
"Hot Springs County, Wyoming",2009,4523,49,2632,386,2246,45714,2.01380231523,0.085341587442
"Hot Springs County, Wyoming",2012,4791,49,2593,421,2172,41786,2.20580110497,0.0878730953872
"Hot Springs County, Wyoming",2015,4809,49.6,2571,389,2182,45278,2.20394133822,0.0808899979206
"Houghton County, Michigan",2009,35214,33.8,18476,4467,14009,31824,2.51366978371,0.126852956211
"Houghton County, Michigan",2012,36519,33.1,18618,4488,14130,34453,2.58450106157,0.122894931406
"Houghton County, Michigan",2015,36660,32.8,18603,4838,13765,37776,2.66327642572,0.131969448991
"Houston County, Alabama",2009,97091,38.2,43362,6381,36981,41096,2.62542927449,0.065721848575
"Houston County, Alabama",2012,101459,38.3,45310,6578,38732,41828,2.6195135805,0.0648340709055
"Houston County, Alabama",2015,103534,39,46097,6900,39197,41571,2.64137561548,0.0666447736975
"Houston County, Georgia",2009,130910,34.1,56712,6590,50122,54037,2.61182714177,0.0503399281949
"Houston County, Georgia",2012,140699,34.4,58429,6701,51728,56265,2.71997757501,0.0476264934363
"Houston County, Georgia",2015,147570,34.8,59989,6218,53771,53270,2.74441613509,0.0421359354882
"Houston County, Minnesota",2009,19463,42.8,8645,752,7893,51945,2.46585582161,0.0386374145815
"Houston County, Minnesota",2012,19001,44,8599,788,7811,53453,2.43259505825,0.0414715014999
"Houston County, Minnesota",2015,18812,45,8625,739,7886,53809,2.38549327923,0.0392834361046
"Houston County, Tennessee",2009,8041,41.7,4110,842,3268,31858,2.46052631579,0.104713344111
"Houston County, Tennessee",2012,8375,41.3,4184,658,3526,34595,2.37521270562,0.0785671641791
"Houston County, Tennessee",2015,8290,43.2,4173,926,3247,39401,2.55312596243,0.111700844391
"Houston County, Texas",2009,22612,41.3,11148,3096,8052,31911,2.80824639841,0.13691845038
"Houston County, Texas",2012,23512,44,11512,3629,7883,32859,2.98262082963,0.15434671657
"Houston County, Texas",2015,22949,44.5,11543,3497,8046,32698,2.85222470793,0.15238136738
"Howard County, Arkansas",2009,14253,39.2,6581,1118,5463,33180,2.60900604064,0.0784396267452
"Howard County, Arkansas",2012,13790,37.1,6268,1076,5192,35236,2.65600924499,0.0780275562001
"Howard County, Arkansas",2015,13555,38.6,6233,1184,5049,34229,2.68469003763,0.0873478421247
"Howard County, Indiana",2009,83685,39.1,39397,5063,34334,46901,2.4373798567,0.0605006871004
"Howard County, Indiana",2012,82914,40.7,38686,4518,34168,44452,2.42665652072,0.0544901946595
"Howard County, Indiana",2015,82765,41.5,38649,4236,34413,44226,2.40505041699,0.0511810547937
"Howard County, Iowa",2009,9488,43,4444,395,4049,44684,2.34329464065,0.04163153457
"Howard County, Iowa",2012,9568,42.4,4367,351,4016,45300,2.38247011952,0.0366847826087
"Howard County, Iowa",2015,9494,42.2,4366,499,3867,49869,2.45513317817,0.0525595112703
"Howard County, Maryland",2009,274328,37.5,103900,4906,98994,101003,2.77115784795,0.0178837012627
"Howard County, Maryland",2012,288676,38.3,109425,4520,104905,107821,2.75178494829,0.015657692361
"Howard County, Maryland",2015,304115,38.8,113490,4935,108555,110238,2.80148311916,0.0162274139717
"Howard County, Missouri",2009,9859,38.2,4462,713,3749,39870,2.62976793812,0.0723197078811
"Howard County, Missouri",2012,10160,39.7,4571,745,3826,42104,2.65551489807,0.0733267716535
"Howard County, Missouri",2015,10182,38.8,4541,812,3729,44820,2.73049074819,0.0797485759183
"Howard County, Nebraska",2009,6459,41.5,2998,262,2736,44104,2.36074561404,0.0405635547298
"Howard County, Nebraska",2012,6294,43.2,2960,331,2629,48293,2.39406618486,0.052589768033
"Howard County, Nebraska",2015,6347,43.3,2994,434,2560,50030,2.479296875,0.0683787616197
"Howard County, Texas",2009,32324,36.8,13799,2299,11500,36931,2.8107826087,0.0711236233139
"Howard County, Texas",2012,34927,37.5,13148,2069,11079,43393,3.15254084304,0.0592378389212
"Howard County, Texas",2015,36105,36.9,13116,1910,11206,49575,3.22193467785,0.0529012602133
"Howell County, Missouri",2009,38561,39.6,17381,2412,14969,32145,2.57605718485,0.0625502450663
"Howell County, Missouri",2012,40330,39.6,17994,2388,15606,34148,2.58426246316,0.0592115050831
"Howell County, Missouri",2015,40326,40.6,18054,1791,16263,32784,2.47961630695,0.0444130337747
"Hubbard County, Minnesota",2009,18675,45.8,13069,5216,7853,43999,2.37807207437,0.279303882195
"Hubbard County, Minnesota",2012,20372,47.1,14529,5950,8579,45623,2.37463573843,0.292067543687
"Hubbard County, Minnesota",2015,20574,48,14628,5841,8787,47486,2.34141345169,0.283902012248
"Hudson County, New Jersey",2009,593615,34.4,254164,23715,230449,53475,2.57590616579,0.0399501360309
"Hudson County, New Jersey",2012,636194,34.2,269862,26706,243156,58722,2.61640263864,0.0419777615004
"Hudson County, New Jersey",2015,662619,34.7,274423,24839,249584,59741,2.65489374319,0.0374860968369
"Hudspeth County, Texas",2009,3169,39,1538,483,1055,28292,3.00379146919,0.152414010729
"Hudspeth County, Texas",2012,3407,36.1,1533,436,1097,22083,3.10574293528,0.127971822718
"Hudspeth County, Texas",2015,3330,39.6,1533,565,968,26384,3.44008264463,0.16966966967
"Huerfano County, Colorado",2009,7713,45.7,5050,1656,3394,31136,2.27253977608,0.214702450408
"Huerfano County, Colorado",2012,6730,51.5,5074,1940,3134,32754,2.14741544352,0.288261515602
"Huerfano County, Colorado",2015,6502,53.5,5116,2092,3024,31715,2.15013227513,0.321747154722
"Hughes County, Oklahoma",2009,13684,40.7,6395,1101,5294,30856,2.58481299584,0.0804589301374
"Hughes County, Oklahoma",2012,13762,39.9,6185,1169,5016,34656,2.74362041467,0.0849440488301
"Hughes County, Oklahoma",2015,13785,40.2,6241,1787,4454,35563,3.09497081275,0.129633659775
"Hughes County, South Dakota",2009,16856,39.8,7466,559,6907,51444,2.44042275952,0.0331632653061
"Hughes County, South Dakota",2012,17064,40.6,7630,582,7048,59117,2.4211123723,0.0341068917018
"Hughes County, South Dakota",2015,17466,39.4,7758,641,7117,59177,2.45412392862,0.036699874041
"Humacao Municipio, Puerto Rico",2009,60682,36,23921,5149,18772,17773,3.23258043895,0.0848521802182
"Humacao Municipio, Puerto Rico",2012,58333,38.3,25192,6769,18423,19918,3.16631384682,0.11604066309
"Humacao Municipio, Puerto Rico",2015,56384,39.7,26730,8167,18563,19342,3.03744006895,0.144846055619
"Humboldt County, California",2009,129003,36.5,58962,6442,52520,39124,2.45626428027,0.0499368231747
"Humboldt County, California",2012,134317,37.5,61452,8145,53307,40830,2.51968784587,0.0606401274597
"Humboldt County, California",2015,135034,37.4,62156,9120,53036,42197,2.54608190663,0.0675385458477
"Humboldt County, Iowa",2009,9645,44.4,4739,412,4327,46420,2.22902703952,0.0427164333852
"Humboldt County, Iowa",2012,9818,44.4,4693,421,4272,48710,2.29822097378,0.0428804237116
"Humboldt County, Iowa",2015,9674,43.7,4671,481,4190,47252,2.30883054893,0.0497209013852
"Humboldt County, Nevada",2009,17630,36.7,7337,957,6380,55084,2.76332288401,0.0542824730573
"Humboldt County, Nevada",2012,16511,36.6,7119,863,6256,57874,2.63922634271,0.0522681848465
"Humboldt County, Nevada",2015,17067,35.3,7193,1044,6149,65212,2.77557326395,0.0611706802602
"Humphreys County, Mississippi",2009,9985,32.5,4232,505,3727,22259,2.67909847062,0.0505758637957
"Humphreys County, Mississippi",2012,9399,35.1,3869,710,3159,24783,2.97530864198,0.0755399510586
"Humphreys County, Mississippi",2015,8984,35.3,3835,778,3057,23216,2.93882891724,0.0865983971505
"Humphreys County, Tennessee",2009,18151,40.9,9000,1358,7642,41957,2.37516356975,0.0748168145006
"Humphreys County, Tennessee",2012,18428,40.7,8884,1361,7523,41943,2.44955469892,0.0738550032559
"Humphreys County, Tennessee",2015,18240,42.2,8888,1764,7124,41949,2.56035934868,0.0967105263158
"Hunt County, Texas",2009,82204,36.3,34667,5394,29273,42894,2.80818501691,0.0656172449029
"Hunt County, Texas",2012,85955,37.6,36581,5899,30682,45170,2.80147969494,0.0686289337444
"Hunt County, Texas",2015,88052,38,36836,6004,30832,45197,2.85586403736,0.0681869804207
"Hunterdon County, New Jersey",2009,129517,41.9,48686,1900,46786,102500,2.76828538452,0.0146698888949
"Hunterdon County, New Jersey",2012,127996,43.4,49587,2165,47422,105880,2.69908481296,0.016914591081
"Hunterdon County, New Jersey",2015,126250,45,49816,2917,46899,105444,2.69195505235,0.023104950495
"Huntingdon County, Pennsylvania",2009,45479,40.7,22068,5380,16688,41078,2.72525167785,0.11829635656
"Huntingdon County, Pennsylvania",2012,45931,41.5,22356,5474,16882,44455,2.72070844687,0.119178768152
"Huntingdon County, Pennsylvania",2015,45906,42.5,22411,5186,17225,44396,2.66507982583,0.112969982137
"Huntington County, Indiana",2009,37890,38.7,16142,1654,14488,45490,2.61526780784,0.0436526788071
"Huntington County, Indiana",2012,37144,39.3,15807,1583,14224,46538,2.61136107987,0.0426179194486
"Huntington County, Indiana",2015,36863,39.8,15864,1384,14480,46945,2.54578729282,0.0375444212354
"Huron County, Michigan",2009,33155,45.6,21349,6718,14631,39317,2.26607887362,0.202624038607
"Huron County, Michigan",2012,33001,46.8,21204,7192,14012,40349,2.35519554667,0.217932789915
"Huron County, Michigan",2015,32290,48,21171,7366,13805,42161,2.33900760594,0.228120161041
"Huron County, Ohio",2009,59997,37.2,24810,1701,23109,46898,2.59626119694,0.0283514175709
"Huron County, Ohio",2012,59628,37.6,25166,2493,22673,48335,2.62991223041,0.0418092171463
"Huron County, Ohio",2015,58937,38.8,25134,2607,22527,48745,2.616282683,0.0442336732443
"Hutchinson County, South Dakota",2009,7289,46.2,3575,452,3123,39066,2.3339737432,0.0620112498285
"Hutchinson County, South Dakota",2012,7283,46.9,3365,435,2930,44153,2.48566552901,0.0597281340107
"Hutchinson County, South Dakota",2015,7226,45.6,3353,411,2942,45075,2.45615227736,0.0568779407694
"Hutchinson County, Texas",2009,21681,37.7,10972,2221,8751,41703,2.47754542338,0.102439924358
"Hutchinson County, Texas",2012,21992,37.2,10628,2310,8318,46677,2.6439047848,0.105038195708
"Hutchinson County, Texas",2015,21858,37.3,10585,2288,8297,49353,2.63444618537,0.104675633635
"Hyde County, North Carolina",2009,5256,40.7,3101,1295,1806,40488,2.91029900332,0.246385083714
"Hyde County, North Carolina",2012,5810,40,3241,1259,1982,43608,2.93138244198,0.21669535284
"Hyde County, North Carolina",2015,5693,43,3406,1356,2050,42897,2.77707317073,0.238187247497
"Hyde County, South Dakota",2009,1481,44.9,782,156,626,36379,2.36581469649,0.105334233626
"Hyde County, South Dakota",2012,1437,42.6,729,163,566,46694,2.53886925795,0.113430758525
"Hyde County, South Dakota",2015,1413,47.4,686,141,545,51776,2.59266055046,0.0997876857749
"Iberia Parish, Louisiana",2009,74602,34.6,29663,3436,26227,40803,2.84447325275,0.0460577464411
"Iberia Parish, Louisiana",2012,73527,35.6,29726,3269,26457,44611,2.77911327815,0.0444598582834
"Iberia Parish, Louisiana",2015,73938,35.8,30002,3657,26345,45261,2.80652875308,0.0494603586789
"Iberville Parish, Louisiana",2009,32677,36.3,12709,1279,11430,40774,2.85888013998,0.039140679989
"Iberville Parish, Louisiana",2012,33386,38.1,12720,1738,10982,44037,3.04006556183,0.052057748757
"Iberville Parish, Louisiana",2015,33229,38.4,12914,1723,11191,45117,2.96926101331,0.0518522976918
"Ida County, Iowa",2009,6971,44.6,3543,365,3178,43171,2.19351793581,0.0523597762158
"Ida County, Iowa",2012,7113,44.8,3434,262,3172,43690,2.24243379571,0.0368339659778
"Ida County, Iowa",2015,7071,45.1,3410,309,3101,46993,2.28023218317,0.0436996181587
"Idaho County, Idaho",2009,15286,47,7760,1559,6201,34456,2.46508627641,0.101988747874
"Idaho County, Idaho",2012,16215,48.3,8680,2033,6647,37067,2.43944636678,0.125377736664
"Idaho County, Idaho",2015,16312,48.9,8680,2097,6583,38191,2.47789761507,0.128555664541
"Imperial County, California",2009,160034,30.8,52889,6484,46405,37595,3.44863700032,0.0405163902671
"Imperial County, California",2012,173487,31.8,55896,7968,47928,41255,3.61974211317,0.0459285133756
"Imperial County, California",2015,178206,32.2,56709,10257,46452,41079,3.83634719711,0.0575569846133
"Independence County, Arkansas",2009,34462,39.3,15588,1157,14431,34798,2.38805349595,0.0335732110731
"Independence County, Arkansas",2012,36572,38,16158,1325,14833,34374,2.46558349626,0.0362299026578
"Independence County, Arkansas",2015,36952,38.7,16248,2010,14238,36265,2.59530832982,0.054394890669
"Indian River County, Florida",2009,131811,47.2,75669,16196,59473,46550,2.21631664789,0.122872901351
"Indian River County, Florida",2012,138203,48.9,76433,18105,58328,45274,2.36941091757,0.131002944943
"Indian River County, Florida",2015,142866,50.7,77059,19234,57825,45798,2.4706614786,0.134629652962
"Indiana County, Pennsylvania",2009,87629,38.4,38540,3908,34632,38546,2.53028990529,0.0445971082632
"Indiana County, Pennsylvania",2012,88648,38.2,38240,3757,34483,43408,2.57077400458,0.0423811027886
"Indiana County, Pennsylvania",2015,87895,38.9,38457,4396,34061,45195,2.58051730718,0.0500142215143
"Ingham County, Michigan",2009,278804,30.4,120880,12722,108158,45606,2.57774736959,0.0456306222292
"Ingham County, Michigan",2012,281323,31.3,121359,12914,108445,45567,2.59415371847,0.0459045296687
"Ingham County, Michigan",2015,283491,31.5,121722,11304,110418,45679,2.56743465739,0.0398742817232
"Inyo County, California",2009,17438,44.5,9131,1330,7801,44952,2.23535444174,0.0762702144741
"Inyo County, California",2012,18474,45.7,9449,1539,7910,45000,2.33552465234,0.0833062682689
"Inyo County, California",2015,18373,45.7,9502,1545,7957,45955,2.30903606887,0.0840907853916
"Ionia County, Michigan",2009,63685,35.3,24083,2138,21945,46712,2.90202779676,0.033571484651
"Ionia County, Michigan",2012,64149,36.5,24722,2274,22448,47580,2.85767106201,0.0354487209465
"Ionia County, Michigan",2015,64064,37.9,24634,2542,22092,49124,2.89987325729,0.0396790709291
"Iosco County, Michigan",2009,26257,49,21229,9485,11744,36628,2.23577997275,0.361237003466
"Iosco County, Michigan",2012,25880,51.1,20469,9591,10878,35396,2.37911380769,0.370595054096
"Iosco County, Michigan",2015,25401,52,20391,9048,11343,37317,2.23935466808,0.356206448565
"Iowa County, Iowa",2009,15840,41.6,6825,434,6391,55496,2.47848537005,0.027398989899
"Iowa County, Iowa",2012,16320,42.3,7224,507,6717,57318,2.42965609647,0.0310661764706
"Iowa County, Iowa",2015,16344,42.4,7255,436,6819,59375,2.39683238011,0.0266764561919
"Iowa County, Wisconsin",2009,23513,40.4,10600,1007,9593,54298,2.45105806317,0.042827372092
"Iowa County, Wisconsin",2012,23712,41.4,10717,1105,9612,55900,2.46691635456,0.046600877193
"Iowa County, Wisconsin",2015,23769,42.9,10764,1075,9689,55188,2.4531943441,0.0452269763137
"Iredell County, North Carolina",2009,150346,38.1,66821,9171,57650,48234,2.60790980052,0.0609992949596
"Iredell County, North Carolina",2012,159614,39,68908,9315,59593,50058,2.67840182572,0.058359542396
"Iredell County, North Carolina",2015,165066,39.9,69904,9011,60893,52306,2.71075493078,0.0545902850981
"Irion County, Texas",2009,1678,41.1,914,259,655,43536,2.56183206107,0.154350417163
"Irion County, Texas",2012,1596,39.3,814,227,587,48646,2.71890971039,0.142230576441
"Irion County, Texas",2015,1644,44.9,873,215,658,58500,2.49848024316,0.130778588808
"Iron County, Michigan",2009,11923,48.9,9055,3616,5439,34083,2.19213090642,0.303279375996
"Iron County, Michigan",2012,11837,51.6,9204,3928,5276,35551,2.24355572403,0.33184083805
"Iron County, Michigan",2015,11507,53.3,9256,3864,5392,33663,2.13408753709,0.335795602677
"Iron County, Missouri",2009,10083,40.3,5088,931,4157,29904,2.42554726967,0.0923336308638
"Iron County, Missouri",2012,10563,42.8,5310,1102,4208,33333,2.51021863118,0.104326422418
"Iron County, Missouri",2015,10322,43.1,5293,1247,4046,36239,2.55116164113,0.120809920558
"Iron County, Utah",2009,42752,24.4,17758,3454,14304,41707,2.98881431767,0.0807915419162
"Iron County, Utah",2012,45984,26.6,19595,4098,15497,42296,2.96728399045,0.089117954071
"Iron County, Utah",2015,47139,28.1,19984,4889,15095,43855,3.12282212653,0.103714546342
"Iron County, Wisconsin",2009,6267,48.7,5901,2803,3098,34401,2.02291801162,0.447263443434
"Iron County, Wisconsin",2012,5978,51,5892,2889,3003,37112,1.99067599068,0.483271997324
"Iron County, Wisconsin",2015,5907,52.4,6009,3099,2910,42543,2.02989690722,0.524631792788
"Iroquois County, Illinois",2009,30017,42.7,13621,1719,11902,46762,2.52201310704,0.0572675483892
"Iroquois County, Illinois",2012,29689,43.2,13460,1525,11935,47908,2.48755760369,0.0513658257267
"Iroquois County, Illinois",2015,29053,44.1,13409,1580,11829,47834,2.45608250909,0.0543833683269
"Irwin County, Georgia",2009,10138,37.5,4215,782,3433,37328,2.95310224294,0.0771355296903
"Irwin County, Georgia",2012,9646,37.2,4046,861,3185,38770,3.02857142857,0.089259796807
"Irwin County, Georgia",2015,9408,39,4024,762,3262,34156,2.88412017167,0.0809948979592
"Isabela Municipio, Puerto Rico",2009,47716,36.6,17077,3256,13821,12903,3.45242746545,0.0682370693269
