pt3ISO,TradeValue,rt3ISO,period
CHE,3915,NAM,2005
SWE,7536096,NLD,2005
SWE,84471146,NLD,2005
CHE,5394114,NLD,2005
CHE,49991706,NLD,2005
SYR,45997,NLD,2005
SYR,9949,NLD,2005
TJK,186475,NLD,2005
MKD,13675,NLD,2005
MKD,1035975,NLD,2005
SWE,225,ANT,2005
CHE,270,ANT,2005
CHE,8619,NCL,2005
CHE,10854,NZL,2005
SWE,1230,NIC,2005
CHE,190,NIC,2005
CHE,964,NER,2005
SWE,2486875,NOR,2005
SWE,10132994,NOR,2005
CHE,497634,NOR,2005
CHE,3102,NOR,2005
SYR,245,NOR,2005
CHE,3584,PAK,2005
SWE,14062,PER,2005
CHE,2553,PER,2005
SWE,2725,PHL,2010
CHE,255524,PHL,2010
SYR,885617,PHL,2010
SWE,10155,PHL,2015
SWE,3432036,POL,2005
SWE,11736,POL,2005
CHE,91701,POL,2005
CHE,8813,POL,2005
SWE,14190,PRT,2005
SWE,856,PRT,2005
CHE,31368,PRT,2005
CHE,2941,PRT,2005
SWE,751,QAT,2010
CHE,2362,QAT,2010
SWE,34996,ROU,2005
CHE,361619,ROU,2005
CHE,306,ROU,2005
MKD,64780,ROU,2005
SWE,10707,RUS,2005
CHE,9711,RUS,2005
SYR,103,RUS,2005
TJK,190,RUS,2005
SWE,358,RWA,2005
SWE,194289,SAU,2005
CHE,2585,SEN,2005
SWE,14234,SRB,2005
CHE,30121,SRB,2005
CHE,150,SRB,2005
MKD,48762,SRB,2005
SWE,5432,IND,2005
CHE,348945,IND,2005
CHE,219368,IND,2005
SWE,109463,SGP,2005
SWE,324527,SGP,2005
CHE,505173,SGP,2005
CHE,196527,SGP,2005
SWE,3793765,SVK,2005
CHE,25659,SVK,2005
CHE,1940,SVK,2005
SWE,17243,VNM,2005
CHE,32834,VNM,2005
CHE,14240,VNM,2005
SWE,11592,SVN,2005
CHE,27774,SVN,2005
CHE,733,SVN,2005
MKD,65885,SVN,2005
SYR,602,ZAF,2005
SWE,115494,ZAF,2005
SWE,5749,ZAF,2005
CHE,393525,ZAF,2005
CHE,213084,ZAF,2005
SWE,1998,ZWE,2005
CHE,2289,ZWE,2005
SWE,107581,ESP,2005
SWE,78405,ESP,2005
CHE,351694,ESP,2005
CHE,1998843,ESP,2005
TJK,1062,ESP,2005
CHE,247540,SWE,2005
CHE,124730,SWE,2005
MKD,78375,SWE,2005
SWE,231175,CHE,2005
SWE,115109,CHE,2005
SYR,79309,CHE,2005
TJK,1807,CHE,2005
MKD,459,CHE,2005
SWE,95279,THA,2005
SWE,2979760,THA,2005
CHE,95492,THA,2005
CHE,664125,THA,2005
SWE,3600,TTO,2005
SWE,100367,ARE,2005
CHE,181659,ARE,2005
CHE,34183,ARE,2005
SYR,236798,ARE,2005
TJK,743,ARE,2005
MKD,9620,ARE,2005
SWE,478,TUN,2005
CHE,74200,TUN,2005
SYR,2654,TUN,2005
SWE,5168,TUR,2005
CHE,92796,TUR,2005
CHE,119,TUR,2005
TJK,2979,TUR,2005
MKD,7195,TUR,2005
SWE,3523,UGA,2005
SWE,25193,UKR,2010
CHE,81933,UKR,2010
CHE,600,UKR,2010
SWE,87244,MKD,2005
CHE,7477,MKD,2005
SWE,5980147,GBR,2005
SWE,41543012,GBR,2005
CHE,2805133,GBR,2005
CHE,36181708,GBR,2005
SYR,13485,GBR,2005
MKD,2879,GBR,2005
MKD,184734,GBR,2005
SWE,687403,USA,2005
SWE,7298099,USA,2005
CHE,9792463,USA,2005
CHE,10720633,USA,2005
SYR,11604,USA,2005
MKD,89563,USA,2005
CHE,844,BFA,2005
CHE,221,URY,2005
SWE,1853,VEN,2010
CHE,504,VEN,2010
CHE,1142,ZMB,2005
CHE,75,ATG,2010
CHE,20430,BWA,2005
CHE,3004,BWA,2005
CHE,152,BDI,2005
SWE,1321,IDN,2005
SWE,250,IDN,2005
CHE,4236,IDN,2005
CHE,3586,IDN,2005
CHE,691,LCA,2010
CHE,152,LCA,2010
SWE,354,UKR,2005
CHE,3200,UKR,2005
TJK,37,UKR,2005
SWE,58765,VEN,2005
CHE,19510,VEN,2005
SWE,3160,YEM,2005
CZE,65123,ALB,2015
CZE,824503,DZA,2015
CZE,9011,AGO,2015
DNK,7895,AGO,2015
CZE,196078,AZE,2015
DNK,4397,AZE,2015
CZE,714,ARG,2015
DNK,167492,ARG,2015
CZE,1566921,AUS,2015
CZE,1804,AUS,2015
DNK,92023,AUS,2015
DNK,505617,AUS,2015
CZE,13564223,AUT,2015
CZE,3519777,AUT,2015
DNK,298253,AUT,2015
DNK,13423,AUT,2015
CZE,3053,BHR,2015
DNK,3872,BHR,2015
DNK,26,BGD,2015
CZE,650276,ARM,2015
CZE,789,ARM,2015
COD,111672,BEL,2015
CZE,43872250,BEL,2015
CZE,1336951,BEL,2015
DNK,453650,BEL,2015
DNK,1579127,BEL,2015
CZE,15349,BOL,2015
DNK,23,BOL,2015
CZE,207487,BIH,2015
CZE,20801,BIH,2015
DNK,2292,BIH,2015
DNK,397,BIH,2015
COD,255,BWA,2015
DNK,120,BWA,2015
CZE,18295,BRA,2015
DNK,51265,BRA,2015
DNK,396496,BRA,2015
PRK,258478,BRA,2015
DNK,497,BLZ,2015
CZE,5288480,BGR,2015
CZE,1171362,BGR,2015
DNK,244406,BGR,2015
DNK,44171,BGR,2015
CZE,2790200,BLR,2015
CZE,58400,BLR,2015
CZE,116124,CMR,2015
DNK,1276,CMR,2015
PRK,11812,CMR,2015
COD,1174,CAN,2015
CZE,169230,CAN,2015
CZE,10955,CAN,2015
DNK,110549,CAN,2015
DNK,391099,CAN,2015
PRK,243,CAN,2015
DNK,380,LKA,2015
PRK,5968,LKA,2015
CZE,8967,CHL,2015
DNK,137295,CHL,2015
COD,363827,CHN,2015
CZE,1095251,CHN,2015
CZE,180521938,CHN,2015
DNK,340925,CHN,2015
DNK,2755379,CHN,2015
PRK,103128,CHN,2015
PRK,1055451,CHN,2015
CZE,85318,COL,2015
DNK,688,COL,2015
PRK,224,COL,2015
CZE,440,CRI,2015
DNK,26614,CRI,2015
PRK,3745,CRI,2015
CZE,4442653,HRV,2015
CZE,83289,HRV,2015
DNK,304774,HRV,2015
DNK,44513,HRV,2015
CZE,195716,CYP,2015
CZE,374,CYP,2015
DNK,56970,CYP,2015
DNK,249,CYP,2015
COD,10106,CZE,2015
DNK,381239,CZE,2015
DNK,25505718,CZE,2015
COD,11036,DNK,2015
CZE,26750209,DNK,2015
CZE,607229,DNK,2015
DNK,116,DOM,2015
CZE,134906,ECU,2015
PRK,78507,ECU,2015
DNK,375,SLV,2015
CZE,156508,ETH,2015
DNK,10869,ETH,2015
CZE,164239,EST,2015
CZE,3851,EST,2015
DNK,15919,EST,2015
PRK,19931,EST,2015
COD,776,FIN,2015
CZE,6112937,FIN,2015
CZE,1126,FIN,2015
DNK,637775,FIN,2015
DNK,18207,FIN,2015
COD,2435,FRA,2015
COD,125563,FRA,2015
CZE,44765147,FRA,2015
CZE,14976008,FRA,2015
DNK,1394381,FRA,2015
DNK,1122474,FRA,2015
CZE,896599,PYF,2015
DNK,711,PYF,2015
CZE,13044,GEO,2015
CZE,6427,GEO,2015
DNK,147096,GEO,2015
CZE,183,PSE,2015
COD,16906,DEU,2015
CZE,108395583,DEU,2015
CZE,251565961,DEU,2015
DNK,4289689,DEU,2015
DNK,59745125,DEU,2015
CZE,3198278,GRC,2015
CZE,6102,GRC,2015
DNK,42157,GRC,2015
DNK,5272,GRC,2015
DNK,38839,GRL,2015
DNK,297,GRL,2015
COD,36269,HKG,2015
CZE,55308,HKG,2015
CZE,10563150,HKG,2015
DNK,160688,HKG,2015
DNK,11405160,HKG,2015
CZE,40862201,HUN,2015
CZE,24861287,HUN,2015
DNK,346663,HUN,2015
DNK,327455,HUN,2015
CZE,60041,ISL,2015
DNK,357079,ISL,2015
DNK,549,ISL,2015
CZE,145046,IDN,2015
DNK,40029,IDN,2015
COD,14256,IRL,2015
CZE,7459745,IRL,2015
CZE,7257675,IRL,2015
DNK,392693,IRL,2015
DNK,28511801,IRL,2015
PRK,20673,IRL,2015
CZE,4209000,ISR,2015
CZE,148000,ISR,2015
DNK,441000,ISR,2015
DNK,155000,ISR,2015
COD,909705,ITA,2015
CZE,49563005,ITA,2015
CZE,3881063,ITA,2015
DNK,1848299,ITA,2015
DNK,248895,ITA,2015
CZE,310812,CIV,2015
CZE,7454,CIV,2015
DNK,29002,CIV,2015
PRK,236,CIV,2015
CZE,16526,JAM,2015
COD,1785,JPN,2015
CZE,556291,JPN,2015
CZE,5777,JPN,2015
DNK,186023,JPN,2015
DNK,4066,JPN,2015
CZE,7536981,KAZ,2015
CZE,111698,KAZ,2015
DNK,1182,KAZ,2015
CZE,162717,JOR,2015
DNK,2252,JOR,2015
DNK,1987,JOR,2015
CZE,301484,KOR,2015
CZE,90444996,KOR,2015
DNK,1350167,KOR,2015
DNK,999557,KOR,2015
CZE,572716,KWT,2015
DNK,1714,KWT,2015
CZE,36537,KGZ,2015
CZE,568,KGZ,2015
CZE,1001696,LVA,2015
CZE,1618663,LVA,2015
DNK,125933,LVA,2015
DNK,2832603,LVA,2015
CZE,2117777,LTU,2015
CZE,15606,LTU,2015
DNK,397305,LTU,2015
DNK,505769,LTU,2015
COD,2428,LUX,2015
CZE,881359,LUX,2015
CZE,1627,LUX,2015
DNK,5427,LUX,2015
DNK,2913,LUX,2015
CZE,2263,MDG,2015
DNK,1634,MWI,2015
CZE,1168173,MYS,2015
CZE,32951751,MYS,2015
DNK,171973,MYS,2015
DNK,1249207,MYS,2015
CZE,18841,MDV,2015
CZE,9957,MLT,2015
CZE,2298,MLT,2015
DNK,2264,MLT,2015
CZE,2637,MUS,2015
CZE,21625,MUS,2015
CZE,6316767,MEX,2015
CZE,8807860,MEX,2015
DNK,5045,MEX,2015
DNK,20240531,MEX,2015
PRK,675,MEX,2015
PRK,28720,MEX,2015
COD,15238,,2015
CZE,1080809,,2015
CZE,5147701,,2015
DNK,53059,,2015
DNK,992941,,2015
DNK,104,MNG,2015
CZE,124412,MDA,2015
CZE,3622,MDA,2015
CZE,124469,MNE,2015
CZE,112,MNE,2015
PRK,5035,MNE,2015
CZE,620733,MAR,2015
DNK,18057,MAR,2015
COD,24028,NLD,2015
COD,84006,NLD,2015
CZE,89344880,NLD,2015
CZE,153854512,NLD,2015
DNK,11602639,NLD,2015
DNK,38413480,NLD,2015
CZE,39170,NZL,2015
DNK,11467,NZL,2015
DNK,54053,NZL,2015
CZE,17848,NER,2015
DNK,2152,NER,2015
COD,198,NOR,2015
CZE,10430738,NOR,2015
DNK,1355074,NOR,2015
DNK,935737,NOR,2015
CZE,16507,PAK,2015
DNK,19123,PAK,2015
DNK,13757,PAN,2015
CZE,852,PRY,2015
DNK,27426,PRY,2015
PRK,2219,PRY,2015
CZE,28170,PER,2015
COD,74,POL,2015
CZE,38295486,POL,2015
CZE,39397750,POL,2015
DNK,560293,POL,2015
DNK,1447248,POL,2015
PRK,114,POL,2015
CZE,8186001,PRT,2015
CZE,15880,PRT,2015
DNK,10583,PRT,2015
DNK,2219,PRT,2015
CZE,444302,QAT,2015
DNK,386591,QAT,2015
CZE,10475959,ROU,2015
CZE,429858,ROU,2015
DNK,200844,ROU,2015
DNK,97910,ROU,2015
CZE,44612308,RUS,2015
CZE,2221577,RUS,2015
DNK,4973,RUS,2015
DNK,64850,RUS,2015
DNK,4511,RWA,2015
CZE,7117342,SAU,2015
DNK,114933,SAU,2015
CZE,1318,SEN,2015
DNK,31145,SEN,2015
COD,33,SRB,2015
CZE,149679,SRB,2015
CZE,63551,SRB,2015
DNK,350555,SRB,2015
DNK,16174,SRB,2015
COD,4544,IND,2015
CZE,2073841,IND,2015
CZE,4074,IND,2015
DNK,298964,IND,2015
DNK,2269,IND,2015
PRK,24879,IND,2015
PRK,8376,IND,2015
COD,1142,SGP,2015
CZE,654905,SGP,2015
CZE,113411619,SGP,2015
DNK,111541,SGP,2015
DNK,1113416,SGP,2015
CZE,6079479,SVK,2015
CZE,47210326,SVK,2015
DNK,31054,SVK,2015
DNK,24938,SVK,2015
PRK,11,SVK,2015
DNK,4524,VNM,2015
DNK,307182,VNM,2015
COD,313,SVN,2015
CZE,1724984,SVN,2015
CZE,215478,SVN,2015
DNK,75212,SVN,2015
DNK,94392,SVN,2015
PRK,1471,SVN,2015
COD,408606,ZAF,2015
CZE,7934620,ZAF,2015
CZE,22718,ZAF,2015
DNK,144229,ZAF,2015
DNK,696,ZAF,2015
CZE,612,ZWE,2015
DNK,3326,ZWE,2015
CZE,18255512,ESP,2015
CZE,4030152,ESP,2015
DNK,410349,ESP,2015
DNK,39868,ESP,2015
PRK,323,ESP,2015
COD,132709,SWE,2015
CZE,56585997,SWE,2015
CZE,611955,SWE,2015
DNK,13113707,SWE,2015
DNK,17227374,SWE,2015
CZE,23708888,CHE,2015
CZE,1873309,CHE,2015
DNK,798370,CHE,2015
DNK,51290,CHE,2015
COD,1759,THA,2015
CZE,131983,THA,2015
CZE,361647760,THA,2015
DNK,62869,THA,2015
DNK,4387,THA,2015
PRK,5041,THA,2015
CZE,4549260,ARE,2015
CZE,46597,ARE,2015
DNK,260275,ARE,2015
DNK,21657,ARE,2015
CZE,165958,TUN,2015
CZE,40803,TUN,2015
CZE,12693345,TUR,2015
CZE,2175818,TUR,2015
DNK,21565,TUR,2015
DNK,64557,TUR,2015
DNK,11517,UGA,2015
CZE,2041406,UKR,2015
CZE,658309,UKR,2015
DNK,1733,UKR,2015
CZE,155394,MKD,2015
CZE,4438,MKD,2015
DNK,6764,MKD,2015
DNK,4435,MKD,2015
COD,33793,GBR,2015
CZE,217407966,GBR,2015
CZE,54552231,GBR,2015
DNK,9433206,GBR,2015
DNK,9760468,GBR,2015
CZE,355011,TZA,2015
DNK,10719,TZA,2015
DNK,80327,TZA,2015
PRK,18,TZA,2015
COD,86000,USA,2015
CZE,2354869,USA,2015
CZE,21152754,USA,2015
DNK,1579757,USA,2015
DNK,8174764,USA,2015
CZE,34731,BFA,2015
DNK,6290,BFA,2015
CZE,11849,URY,2015
DNK,832,URY,2015
PRK,378,URY,2015
COD,936,ZMB,2015
DNK,4177,ZMB,2015
CZE,191994,ALB,2010
DNK,5353,ALB,2010
CZE,93551,DZA,2010
PRK,59722,DZA,2010
DNK,6204,AGO,2010
CZE,19218,AZE,2010
CZE,323901,AUS,2010
DNK,172667,AUS,2010
DNK,655916,AUS,2010
CZE,5528635,AUT,2010
CZE,3884589,AUT,2010
DNK,1493449,AUT,2010
DNK,15685,AUT,2010
CZE,65847,BHR,2010
CZE,999,BGD,2010
DNK,1498,BGD,2010
PRK,146,BGD,2010
CZE,49868,ARM,2010
COD,4994,BEL,2010
COD,21553,BEL,2010
CZE,51660208,BEL,2010
CZE,8803580,BEL,2010
DNK,1476429,BEL,2010
DNK,1431772,BEL,2010
PRK,473,BEL,2010
CZE,127602,BIH,2010
CZE,13913,BIH,2010
DNK,17753,BIH,2010
CZE,8109,BRA,2010
DNK,30428,BRA,2010
PRK,2721576,BRA,2010
CZE,4811714,BGR,2010
CZE,208664,BGR,2010
DNK,207972,BGR,2010
DNK,82243,BGR,2010
CZE,314200,BLR,2010
CZE,13300,BLR,2010
DNK,1700,BLR,2010
PRK,36000,BLR,2010
DNK,61881,KHM,2010
COD,4252,CAN,2010
CZE,54026,CAN,2010
CZE,74211,CAN,2010
DNK,219465,CAN,2010
DNK,27528,CAN,2010
PRK,5695,CAN,2010
DNK,6525,LKA,2010
PRK,284511,LKA,2010
CZE,1592,CHL,2010
DNK,26920,CHL,2010
DNK,29976,CHL,2010
PRK,274,CHL,2010
COD,11527,CHN,2010
CZE,495969,CHN,2010
CZE,157637687,CHN,2010
DNK,50709,CHN,2010
DNK,1147016,CHN,2010
PRK,31002984,CHN,2010
DNK,417,COL,2010
PRK,6297,COL,2010
CZE,329142,HRV,2010
CZE,181126,HRV,2010
DNK,139650,HRV,2010
DNK,8086,HRV,2010
CZE,307255,CYP,2010
DNK,42141,CYP,2010
DNK,93058,CZE,2010
DNK,12908254,CZE,2010
PRK,1059,CZE,2010
CZE,13674629,DNK,2010
CZE,657335,DNK,2010
CZE,22148,DOM,2010
COD,1080,ECU,2010
DNK,191,SLV,2010
CZE,7139,ETH,2010
CZE,143162,EST,2010
CZE,57860,EST,2010
DNK,31815,EST,2010
DNK,34,EST,2010
PRK,279,EST,2010
CZE,6082210,FIN,2010
DNK,1040209,FIN,2010
DNK,109984,FIN,2010
COD,59650,FRA,2010
CZE,37525565,FRA,2010
CZE,2065224,FRA,2010
DNK,3561555,FRA,2010
DNK,3942218,FRA,2010
CZE,307,PYF,2010
CZE,44892,GEO,2010
CZE,3251,GEO,2010
DNK,167409,GEO,2010
CZE,12296,PSE,2010
DNK,15375,PSE,2010
COD,5300,DEU,2010
CZE,76020498,DEU,2010
CZE,144581839,DEU,2010
DNK,9553569,DEU,2010
DNK,85112443,DEU,2010
CZE,449,GHA,2010
DNK,19198,GHA,2010
CZE,2845464,GRC,2010
CZE,12365,GRC,2010
DNK,89747,GRC,2010
DNK,44808,GRC,2010
DNK,92454,GRL,2010
DNK,534,GRL,2010
CZE,65774,HND,2010
PRK,6995,HND,2010
CZE,93866,HKG,2010
CZE,9612953,HKG,2010
DNK,135181,HKG,2010
DNK,24751910,HKG,2010
COD,1000,HUN,2010
CZE,2931000,HUN,2010
CZE,57762000,HUN,2010
DNK,404000,HUN,2010
DNK,3578000,HUN,2010
CZE,3118,ISL,2010
DNK,76004,ISL,2010
DNK,17,ISL,2010
CZE,16820,IDN,2010
DNK,5774,IDN,2010
CZE,1696991,IRL,2010
CZE,5078937,IRL,2010
DNK,703227,IRL,2010
DNK,11496951,IRL,2010
PRK,161862,IRL,2010
CZE,6000,ISR,2010
CZE,191000,ISR,2010
DNK,296000,ISR,2010
DNK,3556000,ISR,2010
CZE,68149949,ITA,2010
CZE,2759171,ITA,2010
DNK,1406946,ITA,2010
DNK,1455462,ITA,2010
CZE,232120,CIV,2010
DNK,131951,CIV,2010
PRK,6002,CIV,2010
DNK,2748,JAM,2010
PRK,1406,JAM,2010
CZE,233112,JPN,2010
CZE,74385,JPN,2010
DNK,99589,JPN,2010
DNK,19416,JPN,2010
CZE,1571084,KAZ,2010
DNK,111220,KAZ,2010
CZE,8351,JOR,2010
COD,240,KEN,2010
CZE,381265,KEN,2010
DNK,2966,KEN,2010
CZE,155960,KOR,2010
CZE,16673317,KOR,2010
DNK,580440,KOR,2010
DNK,274920,KOR,2010
CZE,309364,KWT,2010
CZE,12851,KGZ,2010
DNK,1274,KGZ,2010
COD,23728,LBN,2010
CZE,40090,LBN,2010
DNK,25573,LBN,2010
CZE,853261,LVA,2010
CZE,5113,LVA,2010
DNK,819909,LVA,2010
DNK,99446,LVA,2010
CZE,1469281,LTU,2010
CZE,58386,LTU,2010
DNK,452168,LTU,2010
DNK,62578,LTU,2010
PRK,316,LTU,2010
CZE,2694,LUX,2010
CZE,6039,LUX,2010
DNK,990,LUX,2010
DNK,17792,LUX,2010
PRK,293,LUX,2010
DNK,20681,MWI,2010
CZE,80269516,MYS,2010
DNK,57072,MYS,2010
DNK,1240333,MYS,2010
CZE,180,MDV,2010
DNK,169,MDV,2010
DNK,2324,MLT,2010
CZE,55185,MUS,2010
DNK,17722,MUS,2010
CZE,636442,MEX,2010
CZE,9338457,MEX,2010
DNK,8652058,MEX,2010
PRK,263552,MEX,2010
CZE,107224,,2010
CZE,15723569,,2010
DNK,13976,,2010
DNK,2053770,,2010
PRK,32,,2010
PRK,537,,2010
CZE,5616,MDA,2010
CZE,450,MDA,2010
DNK,100,MDA,2010
CZE,34996,MNE,2010
CZE,157,MNE,2010
DNK,2172,MNE,2010
PRK,1655,MNE,2010
CZE,1101,NAM,2010
COD,9280,NLD,2010
COD,35810,NLD,2010
CZE,147340655,NLD,2010
CZE,269443354,NLD,2010
DNK,6669943,NLD,2010
DNK,31249286,NLD,2010
CZE,2254,NCL,2010
PRK,248,NCL,2010
CZE,37639,NZL,2010
CZE,1429,NZL,2010
DNK,19338,NZL,2010
PRK,72,NIC,2010
COD,2288,NOR,2010
CZE,971927,NOR,2010
CZE,539,NOR,2010
DNK,1089728,NOR,2010
DNK,332823,NOR,2010
DNK,48962,PAK,2010
PRK,15196,PAK,2010
DNK,3089,PAN,2010
PRK,5844643,PRY,2010
CZE,9053154,POL,2010
CZE,18024429,POL,2010
DNK,361922,POL,2010
DNK,202879,POL,2010
PRK,1095,POL,2010
CZE,5279816,PRT,2010
DNK,925,PRT,2010
CZE,8841957,ROU,2010
CZE,354108,ROU,2010
DNK,299379,ROU,2010
DNK,1236,ROU,2010
CZE,1234379,RUS,2010
CZE,1652,RUS,2010
DNK,759,RUS,2010
PRK,127,RUS,2010
CZE,418401,SAU,2010
PRK,176800,SAU,2010
CZE,17265,SEN,2010
DNK,6320,SEN,2010
PRK,1410,SEN,2010
CZE,183716,SRB,2010
CZE,150388,SRB,2010
DNK,7889,SRB,2010
CZE,55110,IND,2010
DNK,14326,IND,2010
DNK,28318,IND,2010
PRK,78504,IND,2010
CZE,2549473,SGP,2010
CZE,312832036,SGP,2010
DNK,189220,SGP,2010
DNK,8481229,SGP,2010
PRK,10133,SGP,2010
CZE,6926049,SVK,2010
CZE,12973580,SVK,2010
DNK,4097,SVK,2010
DNK,1205405,SVK,2010
PRK,1496,SVK,2010
CZE,732575,SVN,2010
CZE,319319,SVN,2010
DNK,62738,SVN,2010
DNK,30628,SVN,2010
COD,52,ZAF,2010
COD,47042,ZAF,2010
CZE,2168656,ZAF,2010
CZE,72181,ZAF,2010
DNK,183686,ZAF,2010
DNK,114741,ZAF,2010
COD,32448,ZWE,2010
CZE,46760138,ESP,2010
CZE,311619,ESP,2010
DNK,224817,ESP,2010
DNK,12147,ESP,2010
PRK,1676,ESP,2010
COD,14754,SWE,2010
CZE,66580042,SWE,2010
CZE,1763337,SWE,2010
DNK,26055740,SWE,2010
DNK,26303360,SWE,2010
COD,107,CHE,2010
COD,255,CHE,2010
CZE,36483259,CHE,2010
CZE,658050,CHE,2010
DNK,2093858,CHE,2010
DNK,173197,CHE,2010
CZE,90964,THA,2010
CZE,401327336,THA,2010
DNK,69436,THA,2010
DNK,197751,THA,2010
PRK,5271,THA,2010
CZE,55426,TUN,2010
CZE,914304,TUR,2010
CZE,314551,TUR,2010
DNK,64332,TUR,2010
DNK,3140,TUR,2010
COD,51184,UGA,2010
CZE,3665,UGA,2010
DNK,60,UGA,2010
CZE,61802,MKD,2010
CZE,258,MKD,2010
DNK,5844,MKD,2010
DNK,16486,MKD,2010
PRK,1796,MKD,2010
CZE,195909336,GBR,2010
CZE,21324887,GBR,2010
DNK,9716422,GBR,2010
DNK,19194335,GBR,2010
COD,21900,TZA,2010
DNK,1024,TZA,2010
CZE,819098,USA,2010
CZE,11805967,USA,2010
DNK,1201856,USA,2010
DNK,10758586,USA,2010
DNK,705,BFA,2010
CZE,200,URY,2010
PRK,600,URY,2010
COD,5282,ZMB,2010
DNK,294,CAF,2015
DNK,2799,MOZ,2015
PRK,387,MOZ,2015
CZE,18808,ALB,2005
PRK,225686,DZA,2005
CZE,45899,AZE,2005
DNK,258,AZE,2005
DNK,4827,ARG,2005
CZE,674535,AUS,2005
CZE,293659,AUS,2005
DNK,184498,AUS,2005
DNK,3056872,AUS,2005
PRK,50650,AUS,2005
CZE,2354789,AUT,2005
CZE,4783158,AUT,2005
DNK,1213179,AUT,2005
DNK,1618394,AUT,2005
CZE,4309,BHR,2005
DNK,633,BHR,2005
CZE,21592,ARM,2005
DNK,301,ARM,2005
DNK,18815,BRB,2005
CZE,1956,BRB,2015
COD,3199,BEL,2005
CZE,2504771,BEL,2005
CZE,11195523,BEL,2005
DNK,1215643,BEL,2005
DNK,11652441,BEL,2005
PRK,751,BOL,2005
CZE,30659,BIH,2005
CZE,34610,BIH,2005
DNK,22797,BIH,2005
PRK,1063,BIH,2005
CZE,17475,BRA,2005
DNK,63605,BRA,2005
PRK,2454754,BRA,2005
CZE,27746,BGR,2005
CZE,208076,BGR,2005
DNK,2440,BGR,2005
DNK,10747,BGR,2005
PRK,439,BGR,2005
CZE,5500,BLR,2005
CZE,25184,CMR,2010
CZE,23110,CAN,2005
CZE,374692,CAN,2005
DNK,64192,CAN,2005
DNK,248933,CAN,2005
PRK,305117,CAN,2005
CZE,317,CHL,2005
DNK,25092,CHL,2005
DNK,2615,CHL,2005
CZE,54573,CHN,2005
CZE,94435668,CHN,2005
DNK,225977,CHN,2005
DNK,1929558,CHN,2005
PRK,3367,CHN,2005
PRK,155070,CHN,2005
DNK,1296,COL,2005
PRK,6235,COL,2005
CZE,9717,MYT,2005
PRK,99,MYT,2005
CZE,122376,HRV,2005
CZE,539187,HRV,2005
DNK,31089,HRV,2005
DNK,911640,HRV,2005
PRK,1113,HRV,2005
PRK,458,CUB,2005
CZE,9433,CYP,2005
DNK,9022,CYP,2005
CZE,302,CZE,2005
DNK,136657,CZE,2005
DNK,1482202,CZE,2005
PRK,379717,CZE,2005
CZE,1535029,DNK,2005
CZE,966259,DNK,2005
PRK,2508,DNK,2005
CZE,4853,SLV,2005
PRK,1607,SLV,2005
CZE,82274,EST,2005
CZE,76636,EST,2005
DNK,58466,EST,2005
DNK,80834,FRO,2005
CZE,1838805,FIN,2005
CZE,10197,FIN,2005
DNK,2169832,FIN,2005
DNK,362998,FIN,2005
COD,9954,FRA,2005
CZE,15085565,FRA,2005
CZE,6915498,FRA,2005
DNK,3777613,FRA,2005
DNK,13767541,FRA,2005
PRK,1317685,FRA,2005
PRK,3733,FRA,2005
CZE,5409,PYF,2005
PRK,2704,PYF,2005
CZE,573,GAB,2005
CZE,73006,GEO,2005
DNK,117,GEO,2005
PRK,33912,GEO,2005
COD,28000,DEU,2005
CZE,20462000,DEU,2005
CZE,119239000,DEU,2005
DNK,11329000,DEU,2005
DNK,64865000,DEU,2005
PRK,627000,DEU,2005
PRK,368000,DEU,2005
DNK,2734,GHA,2005
CZE,1596009,GRC,2005
CZE,18372,GRC,2005
DNK,51557,GRC,2005
DNK,44687,GRC,2005
DNK,48749,GRL,2005
PRK,2392,GTM,2005
CZE,150,HKG,2005
CZE,870725,HKG,2005
DNK,453176,HKG,2005
DNK,15378424,HKG,2005
CZE,916000,HUN,2005
CZE,1508000,HUN,2005
DNK,98000,HUN,2005
DNK,6115000,HUN,2005
CZE,14818,ISL,2005
DNK,230742,ISL,2005
DNK,1006,ISL,2005
DNK,545470,IRN,2010
CZE,552960,IRL,2005
CZE,18451063,IRL,2005
DNK,1180770,IRL,2005
DNK,24044923,IRL,2005
PRK,300818,IRL,2005
CZE,24000,ISR,2005
DNK,122000,ISR,2005
CZE,7098054,ITA,2005
CZE,429484,ITA,2005
DNK,5740648,ITA,2005
DNK,1553808,ITA,2005
CZE,437480,CIV,2005
DNK,4591,CIV,2005
PRK,332,CIV,2005
PRK,57277,JAM,2005
CZE,1878064,JPN,2005
CZE,5555,JPN,2005
DNK,68916,JPN,2005
DNK,10421,JPN,2005
CZE,13543,KAZ,2005
DNK,4318,KAZ,2005
CZE,1093,JOR,2005
DNK,5672,KEN,2005
COD,627,KOR,2005
CZE,15098,KOR,2005
CZE,61045050,KOR,2005
DNK,354444,KOR,2005
DNK,696946,KOR,2005
CZE,11000,LBN,2005
CZE,3000,LBN,2005
PRK,2000,LBN,2005
CZE,5630,LVA,2005
CZE,944,LVA,2005
DNK,283350,LVA,2005
DNK,222380,LVA,2005
CZE,1388990,LTU,2005
CZE,65679,LTU,2005
DNK,825277,LTU,2005
DNK,1476,LTU,2005
CZE,12295,LUX,2005
CZE,750,LUX,2005
DNK,64514,LUX,2005
DNK,747,LUX,2005
CZE,21531,MYS,2005
